"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"74","Nagaland","Construction of boundary walls of existing public and community buildings","WS/MP233/2023-2024/56813","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","24-Dec-2023","PHANWANG KONYAK","Payment Success","500000"
"75","Nagaland","Construction of boundary walls of existing public and community buildings","WS/MP233/2023-2024/56813","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","29-Apr-2024","PHANWANG KONYAK","Payment Success","500000"
"76","Nagaland","Construction of boundary walls of existing public and community buildings","WS/MP233/2025-2026/239108","MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","15-Dec-2025","Masaienla","Payment Success","1500000"
"77","Nagaland","Construction of boundary walls of existing public and community buildings","WS/MP233/2025-2026/239108","MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","25-Feb-2026","Masaienla","Payment Success","1500000"
"78","Nagaland","Retrofitting, preservation or conservation of heritage and archaeological monuments and buildings","WS/MP233/2024-2025/133823","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","05-Aug-2024","PHANWANG KONYAK","Payment Success","3000000"
"79","Nagaland","Retrofitting, preservation or conservation of heritage and archaeological monuments and buildings","WS/MP233/2024-2025/133823","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","31-Mar-2025","PHANWANG KONYAK","Payment Success","3000000"
"80","Nagaland","Construction of buildings for community cultural activities","WS/MP233/2026-2027/285838","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","15-Jul-2026","YAPHO KONYAK","Payment Success","3000000"
"81","Nagaland","Construction of buildings for community cultural activities","WS/MP233/2026-2027/285812","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","15-Jul-2026","N Khongwang Konyak","Payment Success","1800000"
"82","Nagaland","Construction of bus-sheds or bus-stops","WS/MP233/2026-2027/280801","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","19-May-2026","Tingyu Konyak","Payment Success","2450000"
"83","Nagaland","Construction of bus-sheds or bus-stops","WS/MP233/2026-2027/280801","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","15-Jul-2026","Tingyu Konyak","Payment Success","1050000"
