"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"64","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33935","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"65","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33936","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"66","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33937","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"67","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33938","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"68","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33939","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"69","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33940","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"70","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33941","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"71","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33942","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"72","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33943","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"73","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33944","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"74","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33945","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"75","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33946","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"76","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33947","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"77","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33948","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"78","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33949","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
