"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"451","Normal/Others","WS/MP163/2024-2025/136099-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at 4th street West  side  in Meenakshi Garden in Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","11-Oct-2025","996511"
"452","Normal/Others","WS/MP163/2024-2025/136098-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at 4th Cross street in Meenakshi Garden in Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","11-Oct-2025","995587"
"453","Normal/Others","WS/MP163/2024-2025/136113-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Main Road East side in Tirumalai Garden, Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","11-Oct-2025","996829"
"454","Normal/Others","WS/MP163/2024-2025/136115-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at 2nd Cross street Tirumalai Garden, Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","11-Oct-2025","996759"
"455","Normal/Others","WS/MP163/2024-2025/136117-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Main Road West side in Tirumalai Garden, Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","11-Oct-2025","996151"
"456","Normal/Others","WS/MP163/2024-2025/136116-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at 3rd Cross street Tirumalai Garden, Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","11-Oct-2025","996541"
"457","Normal/Others","WS/MP163/2024-2025/136120-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at 5th Cross street in Meenakshi Garden, Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","11-Oct-2025","996064"
"458","Normal/Others","WS/MP163/2024-2025/136122-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at 4th Cross street in 9th street Extension in Meenakshi Garden, Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","11-Oct-2025","996742"
"459","Normal/Others","WS/MP163/2025-2026/204300-Lighting of public spaces","Tamil Nadu","THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA)","Providing and erecting Mini Highmast ( 10 Meter Height with 6 Nos LED 150W Ladder Type) near Gangai Amman Temple, 27th Ward, Thiruvallur Municipality, Thiruvallur District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","24-Feb-2026","410692"
"460","Normal/Others","WS/MP163/2025-2026/204185-Construction of water tanks","Tamil Nadu","Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA)","Construction of a new overhead water storage tank with a capacity of 60,000 liters in Eechanguppam Panchayat, Vikkaravandi Assembly Constituency, Villupuram District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","07-Mar-2026","1966173"
"461","Normal/Others","WS/MP163/2025-2026/261604-Lighting of public spaces","Tamil Nadu","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Installation of mini high-mast tower lights (9 meters height, 150 W, 6 numbers) opposite Sri Chakravahiswarar Temple, Poongudi Village, Annavasal Panchayat Union, Kulathur Taluk, Pudukkottai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","05-May-2026","298976"
"462","Normal/Others","WS/MP163/2025-2026/261605-Lighting of public spaces","Tamil Nadu","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Installation of mini high-mast tower lights (9 meters height, 150 W, 6 numbers) near Malayappa Colony, Poongudi Village, Annavasal Panchayat Union, Kulathur Taluk, Pudukkottai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","05-May-2026","298976"
"463","Normal/Others","WS/MP163/2024-2025/136109-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at  Serveice road in Front of Dwarka Palace Karruppayurani Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","14-May-2026","996742"
"464","Normal/Others","WS/MP163/2024-2025/136106-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road from Prinvipal streetto Roayal Garden Road in Karruppayurani Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","14-May-2026","997283"
"465","Normal/Others","WS/MP163/2024-2025/136111-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road from Dwarka Palace to Principal street in  Karruppayurani Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","14-May-2026","996458"
"466","Normal/Others","WS/MP163/2026-2027/260921-Lighting of public spaces","Tamil Nadu","CHENGALPATTU(District Collector Chengalpattu_IDA)","Installation of a solar LED high-mast light (9 meters height, 100 watts, 6 units) in Vadapathi area, Athur Panchayat, Kattankolathur Panchayat Union, Chengalpattu Assembly Constituency, Chengalpattu District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","14-May-2026","549653"
"467","Normal/Others","WS/MP163/2025-2026/231567-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Viswa Street in Podhumbu,Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","14-May-2026","994891"
"468","Normal/Others","WS/MP163/2026-2027/260922-Lighting of public spaces","Tamil Nadu","CHENGALPATTU(District Collector Chengalpattu_IDA)","Installation of a solar LED high-mast light (9 meters height, 100 watts, 6 units) in Thenpathi area, Athur Panchayat, Kattankolathur Panchayat Union, Chengalpattu Assembly Constituency, Chengalpattu District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","14-May-2026","549653"
"469","Normal/Others","WS/MP163/2025-2026/231566-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Saibaba Kovil Opposite Street in Podhumbu,Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","14-May-2026","997016"
"470","Normal/Others","WS/MP163/2026-2027/260918-Lighting of public spaces","Tamil Nadu","CHENGALPATTU(District Collector Chengalpattu_IDA)","Installation of a solar LED high-mast light  9 meters height, 100 watts (6 units) in Chengalpattu district, Chengalpattu assembly constituency, Kattankolathur union, Athur village, near the Perumal temple on Athur Reddy Street.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","14-May-2026","549653"
"471","Normal/Others","WS/MP163/2026-2027/260919-Lighting of public spaces","Tamil Nadu","CHENGALPATTU(District Collector Chengalpattu_IDA)","Installation of a solar LED high-mast light 9 meters height, 100 watts (6 units) near Athur bus stand, Kattankulathur Panchayat Union, Chengalpattu Assembly Constituency, Chengalpattu District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","14-May-2026","549653"
"472","Normal/Others","WS/MP163/2025-2026/231565-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Ramakrishna Nagar in Podhumbu,Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","15-May-2026","997147"
"473","Normal/Others","WS/MP163/2025-2026/231584-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 4th Street East Side in Sai Baba Nagar,Podhumbu,Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","15-May-2026","993594"
"474","Normal/Others","WS/MP163/2025-2026/231577-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 2nd Street East Side in Sai Baba Nagar,Podhumbu,Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","15-May-2026","996617"
"475","Normal/Others","WS/MP163/2025-2026/231578-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st Cross in Sai Baba Nagar,Podhumbu,Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","15-May-2026","997572"
"476","Normal/Others","WS/MP163/2025-2026/231582-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 2nd Cross in Sai Baba Nagar,Podhumbu,Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","15-May-2026","995988"
"477","Normal/Others","WS/MP163/2025-2026/231583-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 3rd Street West Side in Sai Baba Nagar,Podhumbu,Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","15-May-2026","997377"
"478","Normal/Others","WS/MP163/2025-2026/231586-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 4th Street West Side in Sai Baba Nagar,Podhumbu,Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","15-May-2026","998293"
"479","Normal/Others","WS/MP163/2026-2027/260934-Lighting of public spaces","Tamil Nadu","TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA)","Installation of small tower lights at the Perumal Kovil, Mosavadi village, near Peranamallur Union, Vandavasi Taluk, Tiruvannamalai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2026","300000"
"480","Normal/Others","WS/MP163/2025-2026/260917-Lighting of public spaces","Tamil Nadu","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Installation of mini-mast tower lights, 9 meters high, 150 W (6 units) in Kanchipuram District, Alandur Assembly Constituency, Periya Panicheri Panchayat, near Kalathumettu.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","31-Jul-2026","300000"
"481","Normal/Others","WS/MP163/2025-2026/260908-Lighting of public spaces","Tamil Nadu","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Installation of mini-mast streetlights, 9 meters high, 150 W (6 units) near Perumal Kovil Street, Ayyappanthangal Panchayat, Alandur Assembly Constituency, Kanchipuram District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","30-Jul-2026","300000"
"482","Normal/Others","WS/MP163/2025-2026/260916-Lighting of public spaces","Tamil Nadu","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Installation of mini-mast tower lights, 9 meters high, 150 W (6 units) near the community hall in Tarapakkam Panchayat, Alandur Assembly Constituency, Kanchipuram District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","31-Jul-2026","300000"
"483","Normal/Others","WS/MP163/2025-2026/260909-Lighting of public spaces","Tamil Nadu","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Installation of mini-mast streetlights, 9 meters high, 150 W (6 units) near Madhuram Nagar, Ayappanthangal Panchayat, Alandur Assembly Constituency, Kanchipuram District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","30-Jul-2026","300000"
"484","Normal/Others","WS/MP163/2025-2026/260910-Lighting of public spaces","Tamil Nadu","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Installation of mini-mast lighting system, 9 m height, 150 W (6 units) at the Mangadu road junction, Moulivakkam Panchayat, Alandur Assembly Constituency, Kanchipuram District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","30-Jul-2026","300000"
"485","Normal/Others","WS/MP163/2025-2026/260915-Lighting of public spaces","Tamil Nadu","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Installation of mini-mast tower lights, 9 meters high, 150 W (6 units), in Kalmandapam, near R.V. Nagar, Kovur Panchayat, Alandur Assembly Constituency, Kanchipuram District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","30-Jul-2026","300000"
"486","Normal/Others","WS/MP163/2025-2026/260914-Lighting of public spaces","Tamil Nadu","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Installation of mini-mast tower lights, 9 meters high, 150 W (6 units), near the Amman Temple in Chinnapanicheri, Bharaniputhur Panchayat, Alandur Assembly Constituency, Kanchipuram District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","31-Jul-2026","300000"
"487","Normal/Others","WS/MP163/2025-2026/260913-Lighting of public spaces","Tamil Nadu","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Installation of mini-mast lighting system, 9 m height, 150 W (6 units) at Jyothi Nagar Junction, Bharaniputhur Panchayat, Alandur Assembly Constituency, Kanchipuram District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","31-Jul-2026","300000"
"488","Normal/Others","WS/MP163/2025-2026/260912-Lighting of public spaces","Tamil Nadu","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Installation of mini-mast lighting system, 9 meters high, 150 W (6 units) near the fair price shop in Keelamanagar, Thandalam Panchayat, Alandur Assembly Constituency, Kanchipuram District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","31-Jul-2026","300000"
"489","Normal/Others","WS/MP163/2025-2026/260911-Lighting of public spaces","Tamil Nadu","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Installation of a mini-mast lighting system, 9 meters high, 150 W (6 units), near Ambedkar Ground, Thandalam Panchayat, Alandur Assembly Constituency, Kanchipuram District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","31-Jul-2026","300000"
"490","Normal/Others","WS/MP163/2026-2027/260935-Lighting of public spaces","Tamil Nadu","TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA)","Installation of a mini-mast street light near the pond embankment street in Velliyambakkam village, Vandavasi taluk, Tiruvannamalai district. 9 meters height, 150 W (6 units).","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","12-Aug-2026","300000"
