"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"378","Normal/Others","WS/MP163/2024-2025/70323-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmast light (12M 150W 6 Light/Ladder Type) @ West Colony, Nadu street , Meladanur Panchayat","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","20-Feb-2025","449714"
"379","Normal/Others","WS/MP163/2024-2025/70324-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmast light (12M 150W 6 Light/Ladder Type) @ RO Water Near, New Colony,  Naraiyur Panchayat","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","06-Mar-2025","449714"
"380","Normal/Others","WS/MP163/2024-2025/70325-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Providing Highmast light (12M 150W 6 Light/Ladder Type) @ Bus stand West Area,  S.Naraiyur Panchayat","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","06-Mar-2025","449714"
"381","Normal/Others","WS/MP163/2024-2025/136123-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at Bharathiyar 8th street in Karadipatti Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","997665"
"382","Normal/Others","WS/MP163/2024-2025/136125-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at Mullai Veethi 8th street in Karadipatti Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","997498"
"383","Normal/Others","WS/MP163/2024-2025/136124-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at MalligaiVeethi in Karadipatti Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","997176"
"384","Normal/Others","WS/MP163/2024-2025/136128-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at Bharathiyar  10th  street North side in Karadipatti Village, Madurai District","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","09-Apr-2025","997588"
"385","Normal/Others","WS/MP163/2024-2025/136127-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at Thamarai Veethi 11th street in Karadipatti Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","09-Apr-2025","997170"
"386","Normal/Others","WS/MP163/2024-2025/136130-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at 3rd street in Bharathiyar Nagar, Karadipatti Village, Madurai District","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","09-Apr-2025","996515"
"387","Normal/Others","WS/MP163/2024-2025/136129-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at 4th  street in Bharathiyar Nagar, Karadipatti Village, Madurai District","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","07-Apr-2025","997526"
"388","Normal/Others","WS/MP163/2024-2025/136132-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at Bharathiyar 10th street South Side in Karadipatti Village, Madurai District","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","09-Apr-2025","996901"
"389","Normal/Others","WS/MP163/2024-2025/136131-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at 2nd street in Bharathiyar Nagar, Karadipatti Village, Madurai District","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","07-Apr-2025","997293"
"390","Normal/Others","WS/MP163/2024-2025/136135-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road From Vaigai Illam to PG Hostel in Agricultural College and Research Institute, Madurai.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","09-Apr-2025","997437"
"391","Normal/Others","WS/MP163/2024-2025/136134-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road From Orchard Road to Mariyam Illam in Agricultural College and Research Institute, Madurai.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","09-Apr-2025","997389"
"392","Normal/Others","WS/MP163/2024-2025/136138-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road From Valluvar Illam  to Mariyam Illam in Agricultural College and Research Institute, Madurai.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","09-Apr-2025","997825"
"393","Normal/Others","WS/MP163/2024-2025/136137-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road From PG Hostel to Valluvar Illam in Agricultural College and Research Institute, Madurai.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","09-Apr-2025","997956"
"394","Normal/Others","WS/MP163/2024-2025/136136-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road From Canteen to Main Building in Agricultural College and Research Institute, Madurai.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","09-Apr-2025","996644"
"395","Normal/Others","WS/MP163/2024-2025/136139-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road From Canteen to Vaigai Illam  in Agricultural College and Research Institute, Madurai.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","09-Apr-2025","847010"
"396","Normal/Others","WS/MP163/2024-2025/136126-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at Cross street in Mullai Veethi 8th street, Karadipatti Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","09-Apr-2025","997331"
"397","Normal/Others","WS/MP163/2025-2026/179243-Purchase of books and periodicals for libraries/digitization of library books","Tamil Nadu","CHENGALPATTU(District Collector Chengalpattu_IDA)","Distribution of Maamanidar Nehru Ariya Pugaipada varalaru Book written by Thiru A Gopanna to the Primary Secondary and Higher Secondary Schools situated in Chengalpattu District 386x2000","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","29-Apr-2025","772000"
"398","Normal/Others","WS/MP163/2025-2026/179244-Purchase of books and periodicals for libraries/digitization of library books","Tamil Nadu","CHENGALPATTU(District Collector Chengalpattu_IDA)","Distribution of Maamanidar Nehru Ariya Pugaipada Varalaru book written by Thiru Gopanna to the Public Libraries situated in Chengalpattu District 84X2000","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","17-Jul-2025","168000"
"399","Normal/Others","WS/MP163/2025-2026/70364-Construction of public libraries and reading rooms","Tamil Nadu","CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA)","Construction of Library Building @ Madurai Pillai street,Aynavaram in Kolathur  MLA Constituency","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","Images","27-Nov-2025","3641934"
"400","Normal/Others","WS/MP163/2024-2025/136104-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road  at Main Road East Side in Nethaji Nagar, Arumbanur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","24-Jul-2025","996781"
"401","Normal/Others","WS/MP163/2024-2025/136103-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at 1 st street East side in  Nethaji Nagar, Arumbanur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","25-Jul-2025","996307"
"402","Normal/Others","WS/MP163/2024-2025/136108-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at Main Road West side in Nethaji Nagar, Arumbanur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","25-Jul-2025","996543"
"403","Normal/Others","WS/MP163/2024-2025/136107-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at 3rd street in  Nethaji Nagar, Arumbanur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","25-Jul-2025","996708"
"404","Normal/Others","WS/MP163/2024-2025/136112-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at 1st street West side in Nethaji nagar, Arumbanur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","25-Jul-2025","996895"
"405","Normal/Others","WS/MP163/2024-2025/136110-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at 4th street in  Nethaji Nagar, Arumbanur Village, Madurai District","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","25-Jul-2025","996322"
"406","Normal/Others","WS/MP163/2024-2025/136105-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at 2nd  street in  Nethaji Nagar, Arumbanur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","28-Jul-2025","995396"
"407","Normal/Others","WS/MP163/2025-2026/203308-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st street in Backiyalakshmi Nagar,  Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","16-Sep-2025","957143"
"408","Normal/Others","WS/MP163/2025-2026/203309-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Extension main road   in Backiyalakshmi Nagar,  Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","16-Sep-2025","995982"
"409","Normal/Others","WS/MP163/2025-2026/203310-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Cross street in Backiyalakshmi Nagar,  Kovilpappakudi Village, MaduraiDistrict.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","16-Sep-2025","497842"
"410","Normal/Others","WS/MP163/2025-2026/203311-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Main Road south side    in Backiyalakshmi Nagar,  Kovilpappakudi Village, MaduraiDistrict.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","16-Sep-2025","997154"
"411","Normal/Others","WS/MP163/2025-2026/203307-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at main road North side  in Backiyalakshmi Nagar,  Kovilpappakudi Village, MaduraiDistrict.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","16-Sep-2025","995943"
"412","Normal/Others","WS/MP163/2025-2026/203274-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at2nd cross street in Ulagamadha Kovil Road  Annai Teresa Nagar,  Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","16-Sep-2025","497704"
"413","Normal/Others","WS/MP163/2025-2026/203276-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st cross street West side in 2nd street Vallalar Nagar,   Kovilpappakudi Village, MaduraiDistrict.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","16-Sep-2025","993447"
"414","Normal/Others","WS/MP163/2025-2026/203277-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Palllivasal  street Vallalar Nagar,   Kovilpappakudi Village, MaduraiDistrict.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","16-Sep-2025","995787"
"415","Normal/Others","WS/MP163/2025-2026/203278-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st cross street  in Pallivasal street  Vallalar Nagar,   Kovilpappakudi Village, MaduraiDistrict.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","16-Sep-2025","517856"
"416","Normal/Others","WS/MP163/2025-2026/203302-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st and 2nd cross street in Krishna Nagar,  Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","17-Sep-2025","807384"
"417","Normal/Others","WS/MP163/2025-2026/203303-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 3rd  cross street in Krishna Nagar,  Kovilpappakudi Village, MaduraiDistrict.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","17-Sep-2025","757363"
"418","Normal/Others","WS/MP163/2025-2026/203304-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 4th and 5th    cross street in Krishna Nagar,  Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","17-Sep-2025","988451"
"419","Normal/Others","WS/MP163/2025-2026/203305-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 6th and 7th    cross street in Krishna Nagar,  Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","17-Sep-2025","986633"
"420","Normal/Others","WS/MP163/2025-2026/203248-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st     street East  side in Vallalar, Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","17-Sep-2025","997712"
"421","Normal/Others","WS/MP163/2025-2026/203207-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at main street in Santhosh Nagar, Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","17-Sep-2025","997666"
"422","Normal/Others","WS/MP163/2025-2026/203208-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st and 2nd  street in Santhosh Nagar, Kovilpappakudi Village, MaduraiDistrict.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","17-Sep-2025","777407"
"423","Normal/Others","WS/MP163/2025-2026/203209-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 3rd and 4th   street in Santhosh Nagar, Kovilpappakudi Village, MaduraiDistrict.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","17-Sep-2025","787750"
"424","Normal/Others","WS/MP163/2025-2026/203210-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at cross  street  in Santhosh Nagar, Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","17-Sep-2025","698261"
"425","Normal/Others","WS/MP163/2025-2026/203249-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st  Cross    street  in 1st  street Vallalar, Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2025","995246"
"426","Normal/Others","WS/MP163/2025-2026/203250-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st  Cross    street East side  in 2nd   street Vallalar, Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2025","996724"
"427","Normal/Others","WS/MP163/2025-2026/203272-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st cross street in Ulagamadha Kovil Road Annai Teresa Nagar,  Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2025","987463"
"428","Normal/Others","WS/MP163/2025-2026/203273-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st street west side in vallalar Nagar,  Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2025","996429"
"429","Normal/Others","WS/MP163/2025-2026/203251-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Ulagamadha Kovil Road North side in Annai Teresa Nagar,  Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2025","995242"
"430","Normal/Others","WS/MP163/2025-2026/203244-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 4th  street   in friends  Colony, Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2025","937768"
"431","Normal/Others","WS/MP163/2025-2026/203245-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st   street   West side in friends Colony, Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2025","927169"
"432","Normal/Others","WS/MP163/2025-2026/203246-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 2nd street West side in friends Colony, Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2025","987511"
"433","Normal/Others","WS/MP163/2025-2026/203247-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 3rd    street   West  side in friends Colony, Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2025","862268"
"434","Normal/Others","WS/MP163/2025-2026/203301-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Main Road North side in Krishna Nagar,   Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2025","987309"
"435","Normal/Others","WS/MP163/2025-2026/203306-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at main road south side  in Krishna Nagar,  Kovilpappakudi Village, MaduraiDistrict.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2025","997662"
"436","Normal/Others","WS/MP163/2025-2026/203211-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st   street   East side in friends Colony, Kovilpappakudi Village, MaduraiDistrict.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2025","937222"
"437","Normal/Others","WS/MP163/2025-2026/203242-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 2nd    street   East side in friends Colony, Kovilpappakudi Village, MaduraiDistrict.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2025","967619"
"438","Normal/Others","WS/MP163/2025-2026/203243-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 3rd    street   East side in friends Colony, Kovilpappakudi Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2025","977389"
"439","Normal/Others","WS/MP163/2024-2025/136114-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at 1st Cross street Tirumalai Garden, Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","10-Oct-2025","995540"
"440","Normal/Others","WS/MP163/2024-2025/136118-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at 2nd Cross street in 9th street Extension in Meenakshi Garden, Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","10-Oct-2025","995661"
"441","Normal/Others","WS/MP163/2024-2025/136096-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at 9th street Extension North side in Meenakshi Garden in Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","10-Oct-2025","996418"
"442","Normal/Others","WS/MP163/2024-2025/136095-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at 3rd Cross street in Meenakshi Garden in Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","10-Oct-2025","995151"
"443","Normal/Others","WS/MP163/2024-2025/136119-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at 3rd Cross street in 9th street Extension in Meenakshi Garden, Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","10-Oct-2025","995970"
"444","Normal/Others","WS/MP163/2024-2025/136121-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam road at 6th Cross street in Meenakshi Garden, Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","10-Oct-2025","996150"
"445","Normal/Others","WS/MP163/2024-2025/136092-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at 1st   Cross street in Meenakshi Garden in Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","10-Oct-2025","995487"
"446","Normal/Others","WS/MP163/2024-2025/136091-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at 1st street East Side in Meenakshi Garden in Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","10-Oct-2025","995929"
"447","Normal/Others","WS/MP163/2024-2025/136097-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at 1st street West side in Meenakshi Garden in Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","11-Oct-2025","996730"
"448","Normal/Others","WS/MP163/2024-2025/136094-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at 2nd Cross street in Meenakshi Garden in Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","11-Oct-2025","996235"
"449","Normal/Others","WS/MP163/2024-2025/136093-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at   4th street   East side in Meenakshi Garden in Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","11-Oct-2025","996598"
"450","Normal/Others","WS/MP163/2024-2025/136100-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Macadam Road at 9th street Extension South Side in Meenakshi Garden in Mathur Village, Madurai District.","Shri R. Girirajan (2022-28) (NaN-NaN)","Elected MP","N/A","11-Oct-2025","996353"
