work_type,work_id,state,district,mp_name,constituency,work_description,recommendation_date,recommended_amount,sanction_date,sanctioned_amount,work_status,payment_count,total_disbursed,average_payment,maximum_payment,first_payment_date,last_payment_date,vendor_name,image_available,actual_completion_date,final_completed_amount
Normal/Others,WS/MP001/2026-2027/294569,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"13Bipin Singh  House (in Public Place). Block Pandarak , Panchayat Ajgara, Village Ajgara ,  District Patna",2026-07-13,85000.0,2026-08-13,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/294570,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"14Akhlesh Babu  House (in Public Place). Block Pandarak , Panchayat Ajgara, Village Ajgara ,  District Patna",2026-07-13,85000.0,2026-08-13,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/294571,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"15Sanjay Singh House (in Public Place). Block Pandarak , Panchayat Ajgara, Village Ajgara , District Patna.",2026-07-13,85000.0,2026-08-13,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/294572,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"16Chandra Shekhar Singh House (in Public Place). Block Pandarak , Panchayat Ajgara, Village Ajgara , District Patna",2026-07-13,85000.0,2026-08-13,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/294573,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"17Samudayak Bhawan in Public Place). Block Pandarak , Panchayat Dabovh, Village Murgiya Chak , District Patna",2026-07-13,85000.0,2026-08-13,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/294574,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"18Prabhakar Tati in Public Place). Block Pandarak , Panchayat Chaklathan, Village Naki Chak , District Patna.",2026-07-13,85000.0,2026-08-13,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/294575,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"19Anuj Singh House  in Public Place). Block Pandarak , Panchayat Chaklathan,Village Sikandarpur, District Patna",2026-07-13,85000.0,2026-08-13,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/294576,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"20Ravan Shap House  in Public Place). Block Pandarak , Panchayat Dabovh, Village Bhuapur , District Patna",2026-07-13,85000.0,2026-08-13,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/294577,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"21Prem Chand Chauhan House in Public Place). Block Pandarak , Panchayat Dabovh, Village Bhuapur , District Patna",2026-07-13,85000.0,2026-08-13,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/294578,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"22Rekhu Singh House in Public Place). Block Pandarak , Panchayat Kondi, Village Barepur , District Patna",2026-07-13,85000.0,2026-08-12,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/294579,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"23Satrudhan Mahto House in Public Place). Block Pandarak , Panchayat  Darew Bhadaur , Village Dumariya , District Patna",2026-07-13,85000.0,2026-08-12,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/294580,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"24Deelip Mahto in Public Place). Block Pandarak , Panchayat Darwe Bhadaur, Village Dumariya, District Patna",2026-07-13,85000.0,2026-08-12,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/294581,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"25Dinesh Mahto in Public Place). Block Pandarak , Panchayat Darwe Bhadaur, Village Dumariya, District Patna",2026-07-13,85000.0,2026-08-12,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/278800,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"1Maharani House  (in Public Place). Block Ghoshwari , Panchayat Samyagarh, Village Kevtti  District Patna.",2026-04-22,85000.0,2026-05-13,85000.0,Work partially Completed,1.0,84439.0,84439.0,84439.0,2026-08-20,2026-08-20,Assistnat Engineer Mokama,,,
Normal/Others,WS/MP001/2026-2027/278801,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"2Near  Mintu Mahot House (in Public Place). Block Ghoshwari , Panchayat Samyagarh, Village Kevtti  District Patna.",2026-04-22,85000.0,2026-05-13,85000.0,Work partially Completed,1.0,84439.0,84439.0,84439.0,2026-08-20,2026-08-20,Assistnat Engineer Mokama,,,
Normal/Others,WS/MP001/2026-2027/278802,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"3Near Vijay Mahto. Block Ghoshwari , Panchayat Samyagarh, Village Milki  District Patna.",2026-04-22,85000.0,2026-05-13,85000.0,Work partially Completed,1.0,84439.0,84439.0,84439.0,2026-08-20,2026-08-20,Assistnat Engineer Mokama,,,
Normal/Others,WS/MP001/2026-2027/278803,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"4Near Ram Prasad Mahto House( in Public Place) Block Ghoswari, Panchayat , Samyagarh Village Kevtti ,District Patna",2026-04-22,85000.0,2026-05-13,85000.0,Work partially Completed,1.0,84439.0,84439.0,84439.0,2026-08-20,2026-08-20,Assistnat Engineer Mokama,,,
Normal/Others,WS/MP001/2026-2027/278804,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"5Shivnandan Mahto House( in Public Place). Block Ghoswari, Panchayat Samyagarh , Village Milki, District Patna",2026-04-22,85000.0,2026-05-13,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/278805,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"6Near Lakshmi House( in Public Place) Block Pandarak, Panchayat ,Baruane Bathoi Village Pitaunjiya ,District Patna",2026-04-22,85000.0,2026-05-13,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/278806,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"7Near  Virendra Mahto House( in Public Place) Block Pandarak, Panchayat , Baruane Bathoi Village  Pitaunjiya ,District Patna",2026-04-22,85000.0,2026-05-13,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/278807,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"8Near Tuntun Mahto House( in Public Place) Block Pandarak, Panchayat , Baruane Bathoi Village  Pitaunjiya ,District Patna",2026-04-22,85000.0,2026-05-13,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/278808,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"9Near Rajesh Prasad  House( in Public Place) Block Pandarak, Panchayat , Darwe Bhadaur  Village  Bhadaur ,District Patna",2026-04-22,85000.0,2026-05-13,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2026-2027/278809,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"10Near Rupesh  Mahto  House( in Public Place) Block Pandarak, Panchayat , Kondi  Village  Kondi ,District Patna",2026-04-22,85000.0,2026-05-13,85000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP001/2023-2024/14279,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"Construction Work of Community Hall Near Baba Chauharmal Temple Located in Ward No -03 in Village Dariyapur of Dariyapur Panchayat of Mokama Block, Mokama Assembly of Patna District (Estimated Amount 15 Lakhs)",2023-08-29,1491483.0,2024-02-21,1491483.0,Physical Inspection,3.0,1491483.0,497161.0,577061.0,2024-05-02,2025-02-13,Assistnat Engineer Mokama,,,
Normal/Others,WS/MP18300/2025-2026/194574,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,79193.0,2025-07-17,79193.0,Physical Inspection,1.0,79193.0,79193.0,79193.0,2025-11-22,2025-11-22,ASSISTANT ENGINEER BAKHTIYAPUR,,,
Normal/Others,WS/MP18300/2025-2026/194575,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,79193.0,2025-07-17,79193.0,Physical Inspection,1.0,79193.0,79193.0,79193.0,2025-11-22,2025-11-22,ASSISTANT ENGINEER BAKHTIYAPUR,,,
Normal/Others,WS/MP18300/2025-2026/194576,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,79193.0,2025-07-17,79193.0,Physical Inspection,1.0,79193.0,79193.0,79193.0,2025-11-22,2025-11-22,ASSISTANT ENGINEER BAKHTIYAPUR,,,
Normal/Others,WS/MP18300/2025-2026/194577,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,79193.0,2025-07-17,79193.0,Physical Inspection,1.0,79193.0,79193.0,79193.0,2025-11-22,2025-11-22,ASSISTANT ENGINEER BAKHTIYAPUR,,,
Normal/Others,WS/MP18300/2025-2026/194578,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,79193.0,2025-07-17,79193.0,Physical Inspection,1.0,79193.0,79193.0,79193.0,2025-11-22,2025-11-22,ASSISTANT ENGINEER BAKHTIYAPUR,,,
Normal/Others,WS/MP18300/2025-2026/194579,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,79193.0,2025-07-17,79193.0,Physical Inspection,1.0,79193.0,79193.0,79193.0,2025-11-22,2025-11-22,ASSISTANT ENGINEER BAKHTIYAPUR,,,
Normal/Others,WS/MP18300/2025-2026/194580,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81741.0,2025-07-02,81741.0,Physical Inspection,1.0,81741.0,81741.0,81741.0,2025-08-28,2025-08-28,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194581,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81741.0,2025-05-29,81741.0,Physical Inspection,1.0,81741.0,81741.0,81741.0,2025-10-06,2025-10-06,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194582,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,79193.0,2025-07-17,79193.0,Physical Inspection,1.0,79193.0,79193.0,79193.0,2025-11-22,2025-11-22,ASSISTANT ENGINEER BAKHTIYAPUR,,,
Normal/Others,WS/MP18300/2025-2026/194583,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,79193.0,2025-05-31,79193.0,Physical Inspection,1.0,79193.0,79193.0,79193.0,2025-11-22,2025-11-22,ASSISTANT ENGINEER BAKHTIYAPUR,,,
Normal/Others,WS/MP18300/2025-2026/194604,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81741.0,2025-05-31,81741.0,Physical Inspection,1.0,81741.0,81741.0,81741.0,2025-08-18,2025-08-18,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194605,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81741.0,2025-05-29,81741.0,Physical Inspection,1.0,81741.0,81741.0,81741.0,2025-08-28,2025-08-28,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194606,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81741.0,2025-05-31,81741.0,Physical Inspection,1.0,81741.0,81741.0,81741.0,2025-09-20,2025-09-20,Assistnat Engineer Mokama,,,
Normal/Others,WS/MP18300/2025-2026/194607,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81741.0,2025-05-31,81741.0,Physical Inspection,1.0,81741.0,81741.0,81741.0,2025-08-28,2025-08-28,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194608,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81741.0,2025-05-29,81741.0,Physical Inspection,1.0,81741.0,81741.0,81741.0,2025-08-18,2025-08-18,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194609,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81741.0,2025-05-31,81741.0,Physical Inspection,1.0,81741.0,81741.0,81741.0,2025-08-28,2025-08-28,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194610,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81741.0,2025-05-29,81741.0,Physical Inspection,1.0,81741.0,81741.0,81741.0,2025-11-21,2025-11-21,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194611,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81757.0,2025-05-29,81757.0,Physical Inspection,1.0,81757.0,81757.0,81757.0,2025-11-28,2025-11-28,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194612,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81782.0,2025-05-29,81782.0,Physical Inspection,1.0,81782.0,81782.0,81782.0,2025-10-06,2025-10-06,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194613,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81782.0,2025-05-29,81782.0,Physical Inspection,1.0,81782.0,81782.0,81782.0,2025-10-06,2025-10-06,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194628,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81782.0,2025-05-29,81782.0,Physical Inspection,1.0,81782.0,81782.0,81782.0,2025-07-23,2025-07-23,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194629,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81782.0,2025-05-29,81782.0,Physical Inspection,1.0,81782.0,81782.0,81782.0,2025-07-23,2025-07-23,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194630,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81782.0,2025-05-29,81782.0,Physical Inspection,1.0,81782.0,81782.0,81782.0,2025-08-18,2025-08-18,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194631,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81782.0,2025-05-29,81782.0,Physical Inspection,1.0,81782.0,81782.0,81782.0,2025-08-18,2025-08-18,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194632,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81782.0,2025-05-29,81782.0,Physical Inspection,1.0,81782.0,81782.0,81782.0,2025-07-23,2025-07-23,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194633,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,79193.0,2025-07-17,79193.0,Physical Inspection,1.0,79193.0,79193.0,79193.0,2025-11-22,2025-11-22,ASSISTANT ENGINEER BAKHTIYAPUR,,,
Normal/Others,WS/MP18300/2025-2026/194634,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81822.0,2025-05-31,81822.0,Physical Inspection,1.0,81822.0,81822.0,81822.0,2025-09-20,2025-09-20,Assistnat Engineer Mokama,,,
Normal/Others,WS/MP18300/2025-2026/194635,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81782.0,2025-05-29,81782.0,Physical Inspection,1.0,81782.0,81782.0,81782.0,2025-10-06,2025-10-06,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194636,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81822.0,2025-05-31,81822.0,Physical Inspection,1.0,81822.0,81822.0,81822.0,2025-11-28,2025-11-28,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/194637,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-04-26,81822.0,2025-05-31,81822.0,Physical Inspection,1.0,81822.0,81822.0,81822.0,2025-09-20,2025-09-20,Assistnat Engineer Mokama,,,
Normal/Others,WS/MP001/2025-2026/196255,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"1Near Raghuvir Prasad House (in PublicPlace).BlockGhoshwariPanchayat Samyagarh,Village Kevtti  District Patna",2025-05-04,79090.0,2025-06-12,79090.0,Physical Inspection,1.0,79090.0,79090.0,79090.0,2025-10-18,2025-10-18,Assistnat Engineer Mokama,,,
Normal/Others,WS/MP001/2025-2026/196256,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"2Near  Sanjay Mahto Vinay Mahto House (in Public Place). Block Ghoshwari , Panchayat Samyagarh, Village Kevtti  District Patna.",2025-05-04,79090.0,2025-06-12,79090.0,Physical Inspection,1.0,79090.0,79090.0,79090.0,2025-10-18,2025-10-18,Assistnat Engineer Mokama,,,
Normal/Others,WS/MP001/2025-2026/196257,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"3Near Chaksamya Kevti Brij. Block Ghoshwari , Panchayat Samyagarh, Village Kevtti  District Patna.",2025-05-04,79090.0,2025-06-12,79090.0,Physical Inspection,1.0,79090.0,79090.0,79090.0,2025-11-20,2025-11-20,Assistnat Engineer Mokama,,,
Normal/Others,WS/MP001/2025-2026/196258,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"4Near Ganga Prasad House( in Public Place) Block Ghoswari, Panchayat Paijana, Village Paijana ,District Patna.",2025-05-04,79090.0,2025-06-12,79090.0,Physical Inspection,1.0,79090.0,79090.0,79090.0,2025-10-18,2025-10-18,Assistnat Engineer Mokama,,,
Normal/Others,WS/MP001/2025-2026/196259,Bihar,PATNA,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"5Near Suresh Mahto House( in Public Place). Block Ghoswari, Panchayat Samyagarh , Village Milki, District Patna",2025-05-04,79090.0,2025-06-12,79090.0,Physical Inspection,1.0,79090.0,79090.0,79090.0,2025-10-18,2025-10-18,Assistnat Engineer Mokama,,,
Normal/Others,WS/MP18300/2025-2026/198605,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81741.0,2025-05-29,81741.0,Physical Inspection,1.0,81741.0,81741.0,81741.0,2025-11-21,2025-11-21,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/198606,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81741.0,2025-05-29,81741.0,Physical Inspection,1.0,81741.0,81741.0,81741.0,2025-10-06,2025-10-06,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/198607,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81741.0,2025-05-29,81741.0,Physical Inspection,1.0,81741.0,81741.0,81741.0,2025-10-06,2025-10-06,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/198608,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81782.0,2025-05-29,81782.0,Physical Inspection,1.0,81782.0,81782.0,81782.0,2025-08-18,2025-08-18,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/198609,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81741.0,2025-05-29,81741.0,Physical Inspection,1.0,81741.0,81741.0,81741.0,2025-11-21,2025-11-21,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/198632,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81741.0,2025-05-31,81741.0,Physical Inspection,1.0,81741.0,81741.0,81741.0,2025-11-21,2025-11-21,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/198633,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81741.0,2025-05-31,81741.0,Physical Inspection,1.0,81741.0,81741.0,81741.0,2025-11-21,2025-11-21,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/198634,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81741.0,2025-05-31,81741.0,Physical Inspection,1.0,81741.0,81741.0,81741.0,2025-11-21,2025-11-21,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/198635,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81822.0,2025-05-31,81822.0,Physical Inspection,1.0,81822.0,81822.0,81822.0,2025-12-13,2025-12-13,Assistnat Engineer Mokama,,,
Normal/Others,WS/MP18300/2025-2026/198636,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81822.0,2025-05-31,81822.0,Physical Inspection,1.0,81822.0,81822.0,81822.0,2025-12-13,2025-12-13,Assistnat Engineer Mokama,,,
Normal/Others,WS/MP18300/2025-2026/198637,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81782.0,2025-05-31,81782.0,Physical Inspection,1.0,81782.0,81782.0,81782.0,2025-10-06,2025-10-06,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/198638,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81782.0,2025-05-31,81782.0,Physical Inspection,1.0,81782.0,81782.0,81782.0,2025-08-18,2025-08-18,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/198639,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81782.0,2025-05-31,81782.0,Physical Inspection,1.0,81782.0,81782.0,81782.0,2025-10-06,2025-10-06,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/198640,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81757.0,2025-05-31,81757.0,Physical Inspection,1.0,81757.0,81757.0,81757.0,2025-08-28,2025-08-28,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/198641,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81757.0,2025-05-31,81757.0,Physical Inspection,1.0,81757.0,81757.0,81757.0,2025-08-28,2025-08-28,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/198642,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81758.0,2025-05-31,81758.0,Physical Inspection,1.0,81758.0,81758.0,81758.0,2025-10-06,2025-10-06,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/198643,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,79193.0,2025-09-12,79193.0,Physical Inspection,1.0,79193.0,79193.0,79193.0,2025-11-22,2025-11-22,ASSISTANT ENGINEER BAKHTIYAPUR,,,
Normal/Others,WS/MP18300/2025-2026/198644,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81782.0,2025-05-31,81782.0,Physical Inspection,1.0,81782.0,81782.0,81782.0,2025-07-23,2025-07-23,ASSISTANT ENGINEER BARH,,,
Normal/Others,WS/MP18300/2025-2026/198645,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81822.0,2025-05-31,81822.0,Physical Inspection,1.0,81822.0,81822.0,81822.0,2025-09-20,2025-09-20,Assistnat Engineer Mokama,,,
Normal/Others,WS/MP18300/2025-2026/198646,Bihar,PATNA,Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,Installing a big hand pump (India Mark III) at a public place,2025-05-11,81956.0,2025-09-19,81956.0,Physical Inspection,1.0,81956.0,81956.0,81956.0,2025-10-24,2025-10-24,MANZOOR AHMAD,,,
