"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"71","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43876","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","21-Mar-2024","Santosh Kumar Singh","Payment Success","397224"
"72","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43877","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","28-May-2024","Adesh Anand","Payment Success","398663"
"73","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43878","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","23-Sep-2024","SHRAVAN KUMAR SINGH","Payment Success","393594"
"74","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43889","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","25-Feb-2025","KUMUD KISLAY","Payment Success","151469"
"75","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43891","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","08-Jun-2024","MOHAMMAD INAM","Payment Success","397246"
"76","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43892","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","03-Jun-2024","Pushpam Singh","Payment Success","392375"
"77","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43894","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","17-Feb-2024","Santosh Kumar Singh","Payment Success","398714"
"78","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43900","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","17-Feb-2024","Santosh Kumar Singh","Payment Success","397628"
"79","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43901","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","04-Jul-2024","SANGITA DEVI","Payment Success","398449"
"80","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43902","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","02-Jun-2024","Amartosh Kumar","Payment Success","397190"
