"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"1628","Normal/Others","WS/MP197/2024-2025/110309-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","C.C/interlocking work from Pachrukha Dudhaila main road till Shivji Singh's door.","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","N/A","20-Feb-2025","948030"
"1629","Normal/Others","WS/MP197/2024-2025/110388-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","CC/Interlocking work from Pitch Road near Dinanath Prajapati's house to Vikarm Singh's door in Sonpur Kala.","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","N/A","15-Feb-2025","848138"
"1630","Normal/Others","WS/MP197/2024-2025/110404-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","CC/Interlocking work from Munna Paswan's house to Harihar Paswan's house in Chhata. (Chhata Pokhara)","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","N/A","15-Feb-2025","698556"
"1631","Normal/Others","WS/MP197/2024-2025/110297-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","CC/Interlocking work from Kali Mata Temple to Primary School No. 2 in Durjanpur Hanumanganj.","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","N/A","19-Mar-2025","921128"
"1632","Normal/Others","WS/MP197/2024-2025/110329-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","CC/Interlocking work from Baijnath Chhapra Ramdas Paswan's house on Pitch Road in Kotwa to Triloki Verma's house via Shankar ji's Shivla.","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","N/A","25-Mar-2025","945233"
"1633","Normal/Others","WS/MP197/2024-2025/110869-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","CC/interlocking work from Moti Lal Pal's house to Dudhnath Verma's farm in Ward No. 14.","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","N/A","14-Jan-2026","777462"
"1634","Normal/Others","WS/MP197/2024-2025/120803-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","CC/Interlocking work from Satendra Ojha Pandir's house to Dinanath Ojha's house in Garam Mansingh Chhapra Achalgarh.","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","N/A","26-Sep-2025","895022"
"1635","Normal/Others","WS/MP197/2024-2025/110713-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","CC/Interlocking work from Ranjit Yadav's house to Akhilesh Yadav's house in Kodhiya, Deoria.","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2026","865635"
"1636","Normal/Others","WS/MP197/2024-2025/120912-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","CC/Interlocking work from front of Rajindra's house to N.M center on main road Bauri of Gram Sabha Bhaluhi.","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","N/A","29-Sep-2025","943918"
"1637","Normal/Others","WS/MP197/2024-2025/110708-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","CC/Interlocking work from Kathar Kali Maa Temple to Lal Ji Kushwaha's Dera in Nikrojpur.","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2026","894242"
"1638","Normal/Others","WS/MP197/2024-2025/110403-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","CC/Interlocking work in Bighi from Haldi Sahatwar Marg to Verma Tola via Kali Mandir.","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","N/A","07-Jan-2026","927816"
"1639","Normal/Others","WS/MP197/2024-2025/110711-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","CC/Interlocking work from Krishna Kushwaha's house to Koti Dai Temple in Bhadaura.","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2026","890024"
"1640","Normal/Others","WS/MP197/2024-2025/110750-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","CC/Interlocking work from Dilip Singh's door to Devi Maa's place in Devchandpur.","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2026","883200"
"1641","Normal/Others","WS/MP197/2024-2025/110808-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","CC/Interlocking work from Sudarshan Yadav's door to Munna Yadav's house in Kathar.","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2026","939536"
"1642","Normal/Others","WS/MP197/2024-2025/110729-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","CC/Interlocking work from paved road to Purshotam Yadav's camp in Shahpur Usari.","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","Images","20-Jan-2026","895426"
"1643","Normal/Others","WS/MP197/2024-2025/110617-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","CC/Interlocking work from Vinod Singh's house to Lal Bahadur Yadav's house in Meeranpur.","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","Images","20-Jan-2026","893618"
"1644","Normal/Others","WS/MP197/2024-2025/120841-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","CC/interlocking work from Ramadhar Patel's door to Kamlesh Paswan's house in village Baghauna Kala.","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","N/A","14-Jan-2026","946039"
"1645","Normal/Others","WS/MP197/2024-2025/123671-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","CC/Interlocking work from Amarnath Gupta's house to Suresh Rajbhar's house in Ward No. 9 of Nagar Panchayat Ratsar.","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","N/A","14-Jan-2026","594060"
"1646","Normal/Others","WS/MP197/2024-2025/110325-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","CC/Interlocking work from Badak Sahni's house to Pitch Road in Duttaha","Shri Neeraj Shekhar (2020-26) (NaN-NaN)","Elected MP","N/A","07-Jan-2026","846893"
"1647","Normal/Others","WS/MP198/2023-2024/7878-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","NEAA NAGLA BLOCK BILSANDA ME RAM KUMAR GOTAM S/O SHRI RAMESHWAR DWARA SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1648","Normal/Others","WS/MP198/2023-2024/7873-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM JOGITHER BLOCK BISALPUR ME DR. BHIM RAW AMBEDKAR PARK KE PASS SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1649","Normal/Others","WS/MP198/2023-2024/7874-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM CHURRA GOTIYA BLOCK BISALPUR ME DR. BHIM RAW AMBEDKAR PARK KE PASS SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1650","Normal/Others","WS/MP198/2023-2024/7875-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM BARAPATTHAR CHORAHA BISALPUR ME DR. BHIM RAW AMBEDKAR PARK KE PASS SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1651","Normal/Others","WS/MP198/2023-2024/7876-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","WARD NO. 2 MOHALLA DURGA PARSAD BISALPUR BLOCK BISALPUR ME DR. BHIM RAW AMBEDKAR PARK KE PASS SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1652","Normal/Others","WS/MP198/2023-2024/7877-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM KARELI BLOCK BILSANDA ME RAM MURTI GOTAM S/O SHRI RAM CHANDRA LAT DWARA SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1653","Normal/Others","WS/MP198/2023-2024/7882-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","WARD NO. 2 MOHALLA DURGA PARSAD BLOCK BISALPUR ME NARENDRA KUMAR SAGAR S/O TEJ RAM DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA)","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1654","Normal/Others","WS/MP198/2023-2024/7881-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM CHARKHAULA BLOCK BILSANDA ME RAJU GOTAM S/O SHRI RAM SAHAY DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA)","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1655","Normal/Others","WS/MP198/2023-2024/7880-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM BICHPURI BLOCK BILSANDA ME BHANU PARTAP S/O RAMESHWAR DWARA SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1656","Normal/Others","WS/MP198/2023-2024/7879-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM CHARKHAULA BLOCK BILSANDA ME RAM NARESH S/O LUKAI RAM DWARA SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1657","Normal/Others","WS/MP198/2023-2024/7884-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","WARD NO. 2 MOHALLA DURGA PARSAD BISALPUR BLOCK BISALPUR ME ALOK KUMAR S/O SHRI PUTTU LAL DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA)","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1658","Normal/Others","WS/MP198/2023-2024/7886-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM MUNDIA HULAS BLOCK BISALPUR ME BRAJNANDAN LAL S/O SHRI SHYAM LAL DWARA SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1659","Normal/Others","WS/MP198/2023-2024/7887-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","WARD NO. 25 PATEL NAGAR BISALPUR BLOCK BISALPUR ME PITAM RAM JI S/O SHRI PURAN LAL DWARA SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1660","Normal/Others","WS/MP198/2023-2024/7888-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","WARD NO. 2 MOHALLA DURGA PARSAD BISALPUR BLOCK BISALPUR ME RAMPAL S/O DURGA PRASAD DWARA RAMPURA ROAD KE DUSRE CHORAHE PAR SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1661","Normal/Others","WS/MP198/2023-2024/7889-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","WARD NO. 2 MOHALLA DURGA PARSAD BISALPUR BLOCK BISALPUR ME PUTTU LAL VARMA S/O SHRI DURGA PARSAD DWARA RAMPURA ROAD CHORAHE PAR SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1662","Normal/Others","WS/MP198/2023-2024/7890-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM BUDHELI BLOCK PURANPUR ME SHIR MAYA PRAKASH DWARA SEMI HIGH MAST LIGHT  (S.C BAHULYA CHHETRE)","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1663","Normal/Others","WS/MP198/2023-2024/7892-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM JADOPUR KHURD BLOCK PURANPUR ME SHRI SANJEEV KUMAR DWARA SEMI HIGH MAST LIGHT (S.C BAHULAYA CHHETRA)","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1664","Normal/Others","WS/MP198/2023-2024/7895-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM NAVADIA SUKHDARPUR BLOCK PURANPUR ME SHRI NAND KISHOR DWARA SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1665","Normal/Others","WS/MP198/2023-2024/7894-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM KALINAGAR BLOCK PURANPUR ME SHIV DAYAL DWARA SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1666","Normal/Others","WS/MP198/2023-2024/7893-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM GURUDWARA VEERKHEDA BLOCK KALINAGAR ME SHRI DEVSWARUP DWARA SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1667","Normal/Others","WS/MP198/2023-2024/7896-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM SHIVPURIYA BLOCK PURANPUR ME SHRI SUSHIRAM DWARA SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1668","Normal/Others","WS/MP198/2023-2024/7891-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","WARD NO. 25 NEHRU NAGAR BLOCK PURANPUR ME SHRI JAY PRAKASH DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA)","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1669","Normal/Others","WS/MP198/2023-2024/7904-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM SHIV NAGAR BLOCK BARKHERA ME SHIR ABDHESH KUMAR DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA)","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1670","Normal/Others","WS/MP198/2023-2024/7902-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM NOGAWA PAKADIYA BLOCK LALAURIKHERA ME SHIR HARDESH KUMAR DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA)","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1671","Normal/Others","WS/MP198/2023-2024/7903-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM NOGAWA PAKADIYA BLOCK LALAURIKHERA ME SHIR CHANDRASHEKHAR PRATAP SIGH DWARA CHORAHE PAR SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA)","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1672","Normal/Others","WS/MP198/2023-2024/7913-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM BANGANJ BLOCK BARKHERA ME SHRI RAJ SAGAR DWARA SEMI HIGHT MAST","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1673","Normal/Others","WS/MP198/2023-2024/7907-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM ADASAI BLOCK LALAURIKHERA ME SHIR SURESH CHANDRA DWARA CHORAHE KE PASS SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1674","Normal/Others","WS/MP198/2023-2024/7910-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","DEEN ANGAR BLOCK AMARIYA ME SHRI RATAN PRAKASH KE GHAR KE PASS SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1675","Normal/Others","WS/MP198/2023-2024/7912-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","GRAM KHAPRAIL GOTIYA (BUDHI BIHAR) BLOCK MARORI ME SHRI  BYAS MUNI KE GHAR KE PASS SEMI HIGH MAST LIGHT","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1676","Normal/Others","WS/MP198/2023-2024/7906-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","????? ???? ??? ????? ?????? ??? ???? ?????? ???? ?????? ?????? ?? ??? ???? ??? ????? ?????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1677","Normal/Others","WS/MP198/2023-2024/7908-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","????? ??????? ????? ?????? ??? ???? ???? ??? ?????? ??????? ?????? ?? ??? ???? ??? ????? ?????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1678","Normal/Others","WS/MP198/2023-2024/7905-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","????? ??????? ????? ?????? ??? ??0 ?????? ????? ?? ?? ?? ??? ???? ??? ????? ?????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1679","Normal/Others","WS/MP198/2023-2024/7909-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","????? ????? ????? ????????? ??? ???? ???? ??? ?????? ???? ??? ????? ?????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1680","Normal/Others","WS/MP198/2023-2024/7911-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","??? ??????? ???? ????? ????? ?????? ???? ????????? ?? ??? ???? ??? ????? ?????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1681","Normal/Others","WS/MP198/2023-2024/3551-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???????? ????? ?? ???","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1682","Normal/Others","WS/MP198/2023-2024/3548-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","??0 ??? ??? ???????? ????? ?? ???","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1683","Normal/Others","WS/MP198/2023-2024/3549-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ??? ???? ????? ???? ???? ??? ?? ?? ?? ???","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1684","Normal/Others","WS/MP198/2023-2024/3550-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","??????? ???? ????? ???? ?????? ??? ??????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1685","Normal/Others","WS/MP198/2023-2024/3469-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ???? ????? ?????? ?? ?? ?? ???","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1686","Normal/Others","WS/MP198/2023-2024/3473-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ????? ??? ??????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1687","Normal/Others","WS/MP198/2023-2024/3472-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ??? ?????? ??????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1688","Normal/Others","WS/MP198/2023-2024/3471-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ????? ???? ??????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1689","Normal/Others","WS/MP198/2023-2024/3470-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ????????? ??????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1690","Normal/Others","WS/MP198/2023-2024/3497-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ?????? ????? ??????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1691","Normal/Others","WS/MP198/2023-2024/3493-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ?????? ???? ?????? ???????? ??????? ??????? ????? ??? ?????? ??","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1692","Normal/Others","WS/MP198/2023-2024/3496-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ??? ???? ?????? ???????? ??????? ???????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1693","Normal/Others","WS/MP198/2023-2024/3495-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ??? ?????? ?????? ?????? ?? ???","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1694","Normal/Others","WS/MP198/2023-2024/3494-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ?????? ??????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1695","Normal/Others","WS/MP198/2023-2024/3499-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ????? ??? ??????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1696","Normal/Others","WS/MP198/2023-2024/3504-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ?????? ??? ??????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1697","Normal/Others","WS/MP198/2023-2024/3505-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ??? ???? ??????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1698","Normal/Others","WS/MP198/2023-2024/3506-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ???????? ????? ??????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1699","Normal/Others","WS/MP198/2023-2024/3507-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ????? ??? ??????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1700","Normal/Others","WS/MP198/2023-2024/3508-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ????? ??? ??????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1701","Normal/Others","WS/MP198/2023-2024/3500-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ????????? ??????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1702","Normal/Others","WS/MP198/2023-2024/3501-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","???? ???? ??? ??????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
"1703","Normal/Others","WS/MP198/2023-2024/3502-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","????? ??? ??????","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","27-Feb-2024","283000"
