"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"817","Normal/Others","WS/MP189/2025-2026/177780-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi-high mast light at Sarvajanik Stal near Jyarat Wale Kabristan","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"818","Normal/Others","WS/MP189/2025-2026/177781-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi-high mast light at Sarvjanik Sthal near Jumerat Ke Bazar","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"819","Normal/Others","WS/MP189/2025-2026/177786-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi-high mast light at Sarvjanik Sthal near Pipal Dev Ke Sthan","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"820","Normal/Others","WS/MP189/2025-2026/177789-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi-high mast lights at Sarvjanik Sthal near Chamunda Temple","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"821","Normal/Others","WS/MP189/2025-2026/177793-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi-high mast light  at Sarvjanik Sthal near Madarsa Riziwiya Nurayya Junction","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"822","Normal/Others","WS/MP189/2025-2026/177774-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi-high mast light (6 lights) near Madina Masjid at Junction near Sarvjanik Sthal","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"823","Normal/Others","WS/MP189/2025-2026/147109-Street lights","Uttar Pradesh","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","Installation of 130 solar lights in Gram Panchayat Bhimpura","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","N/A","23-Dec-2025","2655431"
"824","Normal/Others","WS/MP189/2025-2026/177782-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi-high mast light at Bhoot Bast behind Old Police Station near Kabristan at Sarvjanik Sthal","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"825","Normal/Others","WS/MP189/2025-2026/178908-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi-high mast light at junction sarvajanik sthal near Panchayat Ghar","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"826","Normal/Others","WS/MP189/2025-2026/178913-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi high mast light at junction sarvajanik sthal near the house of Haji Aarif","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"827","Normal/Others","WS/MP189/2023-2024/80903-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Construction of Balance C.C. Road near Karil Vriksh","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","13-Nov-2025","1479633"
"828","Normal/Others","WS/MP189/2025-2026/160375-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","Construction work of Interlocking Tiles at Main Road from Sanjay's House towards Charan Singh's House","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","26-Dec-2025","1969892"
"829","Normal/Others","WS/MP189/2025-2026/135240-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","Construction work of Interlocking Tiles and Drain from Pul Towards Main Road","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","N/A","21-Mar-2026","2493559"
"830","Normal/Others","WS/MP189/2025-2026/137553-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","Construction work of Interlocking Tiles and Drain at Charthawal Road","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","N/A","06-Jan-2026","1496663"
"831","Normal/Others","WS/MP189/2025-2026/137552-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","Construction work of interlocking tiles and drain from Sarfaraz towards Charthawal Road, Village Chokara, Block Charthawal","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","N/A","06-Jan-2026","1496637"
"832","Normal/Others","WS/MP189/2025-2026/145520-Installing hand pumps","Uttar Pradesh","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Installation of Handpumps at Raki, Mustafabad, Narwal, Usmanpur, Rampur Kasiha, Shukulpur, Pijari, Bachhwal, Raipurtae, Bhojpur, Kethola, Jainpur","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","13-Feb-2026","203124"
"833","Normal/Others","WS/MP189/2025-2026/145522-Installing hand pumps","Uttar Pradesh","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Installation of Handpumps at Raki, Mustafabad, Narwal, Usmanpur, Rampur Kasiha, Shukulpur, Pijari, Bachhwal, Raipurtae, Bhojpur, Kethola, Jainpur","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","13-Feb-2026","507810"
"834","Normal/Others","WS/MP189/2025-2026/145521-Installing hand pumps","Uttar Pradesh","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Installation of Handpumps at Raki, Mustafabad, Narwal, Usmanpur, Rampur Kasiha, Shukulpur, Pijari, Bachhwal, Raipurtae, Bhojpur, Kethola, Jainpur","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","13-Feb-2026","507810"
"835","Normal/Others","WS/MP189/2025-2026/178916-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi high mast light at junction Sarvajanik Sthal near Madina Masjid, Nai Colony","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"836","Normal/Others","WS/MP189/2025-2026/178918-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi-high mast light at sarvajanik sthal near Shiv Mandir","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"837","Normal/Others","WS/MP189/2025-2026/178921-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi-high mast light at Masjid Wala junction, sarvajanik sthal","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"838","Normal/Others","WS/MP189/2025-2026/178926-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi-high mast light at Sarvajanik Sthal near Hadi Public School","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"839","Normal/Others","WS/MP189/2025-2026/178934-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi-high mast light  at Sarvajanik Sthal near Kabristan","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"840","Normal/Others","WS/MP189/2025-2026/178943-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi-high mast light at sarvajanik sthal (Naya Gao) near Kabristan","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"841","Normal/Others","WS/MP189/2025-2026/178945-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi-high mast light at Sarvajanik Sthal near Shiv Mandir","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"842","Normal/Others","WS/MP189/2025-2026/178948-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi-high mast light at Sarvajanik Sthal near Kabristhan","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"843","Normal/Others","WS/MP189/2025-2026/178950-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi high mast light at Sarvajanik Sthal near Teliyon Wali Masjid","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"844","Normal/Others","WS/MP189/2025-2026/178953-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi high mast light at junction sarvajanik sthal near the house of Vimla Kashyap","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"845","Normal/Others","WS/MP189/2025-2026/178955-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi-high mast light at Sarvajanik Sthal near Ravidas Dharamshala","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"846","Normal/Others","WS/MP189/2025-2026/178956-Lighting of public spaces","Uttar Pradesh","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","Installation of semi-high mast light at Sarvajanik Sthal near Gurudwara and old Shiv Mandir","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","01-Apr-2026","176795"
"847","Normal/Others","WS/MP189/2024-2025/159268-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Construction of Concrete road from Vrindavan Padi to KIP Canal Road","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","08-Mar-2026","207201"
"848","Normal/Others","WS/MP189/2024-2025/159265-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Construction of Concrete road from Kaleeckal Padi to Puthenpurackal Ela Road","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","Images","08-Mar-2026","168905"
"849","Normal/Others","WS/MP190/2023-2024/1301-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi HighMast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","02-Mar-2024","243000"
"850","Normal/Others","WS/MP190/2023-2024/1305-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","02-Mar-2024","243000"
"851","Normal/Others","WS/MP190/2023-2024/1304-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","02-Mar-2024","243000"
"852","Normal/Others","WS/MP190/2023-2024/1302-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi Highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","02-Mar-2024","243000"
"853","Normal/Others","WS/MP190/2023-2024/1303-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED SEMI High Mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","02-Mar-2024","243000"
"854","Normal/Others","WS/MP190/2023-2024/1840-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi highmast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","02-Mar-2024","243000"
"855","Normal/Others","WS/MP190/2023-2024/1843-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","02-Mar-2024","243000"
"856","Normal/Others","WS/MP190/2023-2024/1842-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","02-Mar-2024","243000"
"857","Normal/Others","WS/MP190/2023-2024/1841-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi highmast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","02-Mar-2024","243000"
"858","Normal/Others","WS/MP190/2023-2024/1844-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","02-Mar-2024","243000"
"859","Normal/Others","WS/MP190/2023-2024/1848-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"860","Normal/Others","WS/MP190/2023-2024/1849-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"861","Normal/Others","WS/MP190/2023-2024/1852-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"862","Normal/Others","WS/MP190/2023-2024/1851-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"863","Normal/Others","WS/MP190/2023-2024/1850-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"864","Normal/Others","WS/MP190/2023-2024/1854-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"865","Normal/Others","WS/MP190/2023-2024/1853-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"866","Normal/Others","WS/MP190/2023-2024/1857-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"867","Normal/Others","WS/MP190/2023-2024/1856-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"868","Normal/Others","WS/MP190/2023-2024/1855-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED high mast semi Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"869","Normal/Others","WS/MP190/2023-2024/1870-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"870","Normal/Others","WS/MP190/2023-2024/1869-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"871","Normal/Others","WS/MP190/2023-2024/1868-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"872","Normal/Others","WS/MP190/2023-2024/1867-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"873","Normal/Others","WS/MP190/2023-2024/1871-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mas light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"874","Normal/Others","WS/MP190/2023-2024/1878-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"875","Normal/Others","WS/MP190/2023-2024/1877-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"876","Normal/Others","WS/MP190/2023-2024/1876-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"877","Normal/Others","WS/MP190/2023-2024/1875-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"878","Normal/Others","WS/MP190/2023-2024/1874-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"879","Normal/Others","WS/MP190/2023-2024/1885-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"880","Normal/Others","WS/MP190/2023-2024/1884-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"881","Normal/Others","WS/MP190/2023-2024/1883-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"882","Normal/Others","WS/MP190/2023-2024/1882-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"883","Normal/Others","WS/MP190/2023-2024/1881-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"884","Normal/Others","WS/MP190/2023-2024/1899-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"885","Normal/Others","WS/MP190/2023-2024/1898-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast  light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"886","Normal/Others","WS/MP190/2023-2024/1897-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"887","Normal/Others","WS/MP190/2023-2024/1896-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"888","Normal/Others","WS/MP190/2023-2024/1900-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"889","Normal/Others","WS/MP190/2023-2024/1908-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"890","Normal/Others","WS/MP190/2023-2024/1907-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"891","Normal/Others","WS/MP190/2023-2024/1906-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"892","Normal/Others","WS/MP190/2023-2024/1905-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"893","Normal/Others","WS/MP190/2023-2024/1909-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"894","Normal/Others","WS/MP190/2023-2024/1912-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"895","Normal/Others","WS/MP190/2023-2024/1911-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"896","Normal/Others","WS/MP190/2023-2024/1910-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"897","Normal/Others","WS/MP190/2023-2024/1914-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"898","Normal/Others","WS/MP190/2023-2024/1913-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"899","Normal/Others","WS/MP190/2023-2024/1919-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"900","Normal/Others","WS/MP190/2023-2024/1918-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"901","Normal/Others","WS/MP190/2023-2024/1917-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"902","Normal/Others","WS/MP190/2023-2024/1916-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"903","Normal/Others","WS/MP190/2023-2024/1915-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast Light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
"904","Normal/Others","WS/MP190/2023-2024/1922-Street lights","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED Semi high mast light","Shri Mithlesh Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","243000"
