"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"228","Normal/Others","WS/MP102/2024-2025/143966-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Road (Concrete work) - Kadamappuzha - Menmala - Pothenthodu, Ward - 14, Vandazhy","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","05-Jun-2025","771134"
"229","Normal/Others","WS/MP102/2024-2025/143812-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Construction of Kandothkuni - Post Office Road (Concrete), Ward XIII, Narippatta Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","N/A","30-Jul-2025","1516587"
"230","Normal/Others","WS/MP102/2024-2025/173957-Lighting of public spaces","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Installation of High Mast Light Near to Rajana Library Kalarikandi Road, Karassery Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","31-Jul-2025","449249"
"231","Normal/Others","WS/MP102/2024-2025/143510-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Kalkulam School Bypass Road, Moothedam Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","18-Sep-2025","1181915"
"232","Normal/Others","WS/MP102/2025-2026/174969-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Installation of High Mast Light at Panampilavu town, Urangattiri Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","07-Oct-2025","375413"
"233","Normal/Others","WS/MP102/2025-2026/168452-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Purchase of Laptops and Projectors G.L.P. School, Thondimmal","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","13-Oct-2025","179750"
"234","Normal/Others","WS/MP102/2025-2026/168463-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Purchase of Laptops and Projectors St. Marys High School, Kakkadampoyil","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","16-Oct-2025","465000"
"235","Normal/Others","WS/MP102/2025-2026/174968-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Installation of High Mast Light West Pathanapuram","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","N/A","21-Oct-2025","378914"
"236","Normal/Others","WS/MP102/2025-2026/223201-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Vazhathoppe - George Road, Ward 13, Nilambur, Nilambur Municipality","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","03-Nov-2025","191437"
"237","Normal/Others","WS/MP102/2025-2026/168458-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Purchase of Laptops and Projectors St.Sebastians LP School Koodaranji","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","04-Nov-2025","587250"
"238","Normal/Others","WS/MP102/2024-2025/147196-Lighting of public spaces","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Installation of High Mast Light - Athippara Town, Thiruvambady","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","07-Nov-2025","366918"
"239","Normal/Others","WS/MP102/2025-2026/168388-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Purchase of Laptops and Projectors MAM UP School, Vilakkamthode","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","07-Nov-2025","179750"
"240","Normal/Others","WS/MP102/2025-2026/168455-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Purchase of Laptops and Projectors Sacred Heart UP School Thiruvambadi","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","07-Nov-2025","383500"
"241","Normal/Others","WS/MP102/2025-2026/168454-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Purchase of Laptops and Projectors G.L.P. School Anakkampoyil","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","07-Nov-2025","179750"
"242","Normal/Others","WS/MP102/2025-2026/168465-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Purchase of Laptops and Projectors St. Thomas Higher Secondary School Thottumukkam","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","07-Nov-2025","587250"
"243","Normal/Others","WS/MP102/2025-2026/223203-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Rajeev Gandhi Road, Ward 17, Nilambur, Nilambur Municipality","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","17-Nov-2025","220000"
"244","Normal/Others","WS/MP102/2025-2026/223206-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Nayadampoyil ST Colony - Pottanpara Road, Chaliyar Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","03-Jan-2026","847438"
"245","Normal/Others","WS/MP102/2024-2025/147194-Lighting of public spaces","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Installation of High Mast light at Odungakkad, Puthuppadi Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","06-Jan-2026","356703"
"246","Normal/Others","WS/MP102/2025-2026/223205-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Establishment of physiotherapy Unit at CHC, Chungathara","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","19-Jan-2026","2499452"
"247","Normal/Others","WS/MP102/2024-2025/143580-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Pattanamkundu - Veethanashery Road, Porur Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","21-Jan-2026","768794"
"248","Normal/Others","WS/MP102/2024-2025/147195-Lighting of public spaces","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Installation of High Mast Light Near Mangalassery Ground, Mukkam Municipality","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","24-Jan-2026","393152"
"249","Normal/Others","WS/MP102/2024-2025/143508-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Installation of High Mast Light Mundaparambu, Anakallingal Town, Kuzhimanna Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","N/A","28-Jan-2026","350298"
"250","Normal/Others","WS/MP102/2024-2025/174970-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Installation of High Mast Light Kunduthode Town, Edavanna","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","N/A","28-Jan-2026","335228"
"251","Normal/Others","WS/MP102/2025-2026/170141-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Cheruvichery Paalam - Pooram Kulikkadavu Road - Concreting in Kadannappally Panappuzha Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","N/A","04-Feb-2026","1172324"
"252","Normal/Others","WS/MP102/2025-2026/207612-Purchase of vans and buses for educational institutions","Kerala","IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA)","Purchase of School Bus for St. Josephs School, Upputhodu, Mariyapuram Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","02-Mar-2026","2227729"
"253","Normal/Others","WS/MP102/2025-2026/223594-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Renovation of Kattumunda LP School - Nagar Road (Interlock), Mampad Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","06-Mar-2026","810168"
"254","Normal/Others","WS/MP102/2025-2026/223591-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Kandamangalam - Melekunnu Road, Thiruvali Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","14-Mar-2026","528176"
"255","Normal/Others","WS/MP102/2025-2026/174948-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","WAYANAD(DISTRICT COLLECTOR WAYANAD_IDA)","Construction of Vayalkara Colony Road, Mananthavady","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","29-Jul-2026","484374"
"256","Normal/Others","WS/MP102/2025-2026/134502-Purchase of vans and buses for educational institutions","Kerala","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Purchase of School Bus - Nethaji Higher Secondary School, Pramadom Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","N/A","25-Mar-2026","1830400"
"257","Normal/Others","WS/MP102/2025-2026/259017-Purchase of books and periodicals for libraries/digitization of library books","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Purchase of Library Books for School Library, Govt. Higher Secondary School, Karimba, Karimba Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","30-Apr-2026","500000"
"258","Normal/Others","WS/MP102/2025-2026/223590-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Athani - Pothusmashanam Road, Wandoor Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","13-Apr-2026","798800"
"259","Normal/Others","WS/MP102/2025-2026/223200-Development of playfields and sports grounds","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Development of playfield at Urangattiri Panchayath Ground, Vadakkumuri, Urangattiri Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","31-Jul-2026","702454"
"260","Normal/Others","WS/MP102/2025-2026/223699-Construction of boundary walls of existing public and community buildings","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Compound wall with gate at Ambedkar College of Arts and Science, Wandoor Gram Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","14-May-2026","820454"
"261","Normal/Others","WS/MP102/2026-2027/223202-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Kalimuthappankavu Kooppilavilpotti Link Road, Ward 28, Nilambur, Nilambur Municipality","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","07-Aug-2026","199001"
"262","Normal/Others","WS/MP102/2026-2027/271435-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","Construction of Mannancheriveli-Yakshiyambalam Road, Ward 10, Mararikulam North Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","27-Jul-2026","1942474"
"263","Normal/Others","WS/MP102/2026-2027/223204-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of PMGSY Khadi - Thekkumpadam Anganwadi link road, Ward 18, Nilambur, Nilambur Municipality","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","07-Aug-2026","180637"
"264","Normal/Others","WS/MP102/2024-2025/174967-Construction of rooms and halls in school and colleges","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Open stage for GMLP School Kallamoola, Chokkad Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","30-Jul-2026","1301086"
"265","Normal/Others","WS/MP102/2025-2026/258773-Lighting of public spaces","Kerala","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","Installation of Mini Mast Light - Near Koyickal Sri Subrahmanya Temple","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","31-Aug-2026","243943"
"266","Normal/Others","WS/MP842/2023-2024/123541-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Construction of Kunnathchalil-Changaroth Thaze_ Naripatta Up School Road ( Concreting )  Ward 12,13,15 - Naripatta Grama Panchayath, Kozhikode (Dist) (Work Type: General)","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","21-May-2024","1209710"
"267","Normal/Others","WS/MP842/2024-2025/144163-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of “Nireettil Road”(Concreting) in ward 14, Lakkidi Perur GP, Ottapalam Block Panchayath, Palakkad District, Pin-679301, (Work Type: General)","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","18-Oct-2024","813794"
"268","Normal/Others","WS/MP842/2024-2025/135438-Purchase of vans and buses for educational institutions","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Purchase of School Bus (20+D) for Govt: U.P. School Thillenkeri, Thillenkeri (P.O) , Iritty Educational Sub District, Kannur- 670702. School Code:14857 (WORK-GENERAL)","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","10-Dec-2024","1915444"
"269","Normal/Others","WS/MP842/2024-2025/125253-Purchase of vans and buses for educational institutions","Kerala","IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA)","Purchase of School Bus for Dr.Rajendra Prasad Memorial L.P School, (SCHOOL CODE: 30543) Nedumkandam Edu.Sub Dist, Ward-3, Chottupara (PO), Karunapuram GP, Thookkupalam, , Idukki -685552","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","17-Dec-2024","2343492"
"270","Normal/Others","WS/MP842/2024-2025/165404-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Construction of Punathil Mukku Maruthiyat Road(Concreting)","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","N/A","20-Jan-2025","417819"
"271","Normal/Others","WS/MP842/2024-2025/132554-Construction of footpaths and pedestrian ways","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Footpath Inside Bhoothivazhy OLH Colony  Road (Interlocking), Ward -8, Bhoothivazhy, Agali Grama Panchayat, Attappadi Block , Palakkad(Dist.), Kerala,  Pin: 678581 (Work: SC)","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","23-Jan-2025","260770"
"272","Normal/Others","WS/MP842/2024-2025/175817-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Construction of Thayyil Nadapatha Concreting in  ward No05 Thikkodi Grama Panchayath Melady Block Kozhikode Dist","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","N/A","18-Feb-2025","651725"
"273","Normal/Others","WS/MP842/2024-2025/139092-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA)","Side Protection of Arayamparambil Temple Thodu in Ward No:02, Valapad-Grama Panchayth, Thalikulam Block Panchayath, Thrissur (Dist), Pin: 680567 (Work- General)","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","N/A","11-Aug-2025","979040"
"274","Normal/Others","WS/MP842/2024-2025/139086-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA)","Construction of “Themalithara Paadam Link Road”(Tharing) in Velukkara GP, Ward-07 (Avittathur North), Vellangallur Block, Avittathur (PO) Thrissur Dist.Pin:680683 (Work- General)","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","30-May-2025","992255"
"275","Normal/Others","WS/MP842/2025-2026/205861-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Ezhakad Asharithaara Thattathara Road in Ward no 17","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","05-Jun-2025","374600"
"276","Normal/Others","WS/MP842/2025-2026/204512-Construction of buildings for crèches and anganwadies","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Madachippadam Anganwadi AW No 100  in Ward No 02 Elappulli GP Chittur Block Panchayath","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2026","1612233"
"277","Normal/Others","WS/MP842/2024-2025/142778-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Construction of Indanad Chuzhana Colony Road in Ezhumattoor Grama Panchayath, Koyipuram Block Panchayat, Pathanamthitta District (SC)","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","10-Jun-2025","798708"
"278","Normal/Others","WS/MP842/2025-2026/204491-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Bhoothivazhy OLH Colony Muthal Bhoothivazhy Uuru Road Concreting ward 8 of Bhoothivazhy Agali Grama Panchayath","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","17-Jun-2025","414534"
"279","Normal/Others","WS/MP842/2025-2026/204534-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of  Nochikkattukalam Road Concrete 195mtr and Side Protection in ward20 Ennapadm, At Elappully Gramapanchayath","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","07-Jul-2025","785918"
"280","Normal/Others","WS/MP842/2025-2026/194180-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA)","Construction Lavapadhak Road Laying of Interlocking","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","N/A","29-Jul-2025","999858"
"281","Normal/Others","WS/MP842/2024-2025/113624-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Construction of Kalpalli Meethal Kunnari Road (Concrete 94 Meter) Ward No: 20 Vengeri Madam, Chathamangalam GP, Kunnamangalam Block, NIT Campus (Po),Pin: 673601(Work- G)","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","30-Jul-2025","347611"
"282","Normal/Others","WS/MP842/2024-2025/113623-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Construction of Aniyari Siva Kshetram Road (Concreting), Villiappally Grama Panchayath, Ward -11, Thodannur Block,  (Kozhikode Dist.) Pin:673104 (Work- G)","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","11-Aug-2025","890669"
"283","Normal/Others","WS/MP842/2024-2025/113793-Construction of buildings for crèches and anganwadies","Kerala","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Construction of Anganavadi building (Anganwadi No:67-Parayilpadi ) in Ward:02, Muttom Kizhakku, Thumpamon Gramapanchayth,  Pandalam Block, Pathanamthitta District,689502.","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","16-Aug-2025","1557917"
"284","Normal/Others","WS/MP842/2025-2026/132825-Construction of buildings for crèches and anganwadies","Kerala","WAYANAD(DISTRICT COLLECTOR WAYANAD_IDA)","Construction of Compound wall and Inter locking in Anery first Anganwadi (No-46) ward5 Anery, Kottathara Grama Panchayath, Kalpetta Block Panchayath(ST)","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","14-Jan-2026","305000"
"285","Normal/Others","WS/MP842/2024-2025/139169-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Construction of Kalangotu Para Pilakkumchal Road”  (Concreting) in Division:08, Mukkam Municipality, Kozhikode","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","30-Aug-2025","757721"
"286","Normal/Others","WS/MP842/2025-2026/232198-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Thekkumpuram Branch Road Concreting in Ward 01 Kollamballam Elapulli GP Chittoor Block Panchayath","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","16-Sep-2025","579870"
"287","Repair and Renovation","WS/MP842/2025-2026/232936-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Renovation of Geetha Theatre road (Melmuri Road) in Ward No 05 (Re-tarring and concreting)","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","N/A","06-Oct-2025","1848334"
"288","Normal/Others","WS/MP842/2025-2026/240649-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction Culvert And Side Protection of Moothedam SC Unnathi Road in Ward No 11 Moothedam Mundoor Gramapanchayath","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","17-Mar-2026","1241115"
"289","Normal/Others","WS/MP842/2025-2026/163350-Purchase of vans and buses for educational institutions","Kerala","THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA)","Purchase of School Bus for Sree Durga Vilasam Higher Secondary School, Peramangalam Thrissur","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","18-Oct-2025","2364055"
"290","Normal/Others","WS/MP842/2025-2026/243154-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Sathram kavu  Panathottam Road in ward no 02 Velikkad, Mundur Grama Panchayath","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","01-Nov-2025","364635"
"291","Normal/Others","WS/MP842/2025-2026/243149-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of   Erachikkad  Jangamthara  Pallatheri road (Concrete) in ward 21 Thuvarakkad, At Elappully","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","06-Nov-2025","783795"
"292","Normal/Others","WS/MP842/2024-2025/144170-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","“Construction of Aangankandy - Valiyaparamb- Perattumpoyil - Khadi.  Road ”  (Concreting) in Ward 07,Nanmanda (GP), Chelannur (Block), Kozhikode","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","24-Nov-2025","789990"
"293","Normal/Others","WS/MP842/2024-2025/142775-Development of playground","Kerala","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Construction of playground at Kaviyoor Grama Panchayath Ward-13, Pathanamthitta (General)","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","N/A","06-Dec-2025","1997018"
"294","Normal/Others","WS/MP842/2025-2026/251139-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Kalladikode P H C Road in ward no 05 Karimba Gramapanchayth, Palakkad Dist, Work General Concreting","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","N/A","22-Dec-2025","699020"
"295","Normal/Others","WS/MP842/2025-2026/251137-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Pullod Pazaya Panchayth Road in ward no 01 Parali GramaPanchayth,Palakkad block","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","03-Jan-2026","672765"
"296","Normal/Others","WS/MP842/2024-2025/139486-Setting up of kitchen and pantries","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Purchase of Furniture For Dinning Hall in Chevayoor  AUP SCHOOL, Kozhikode.( School code17457)","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","08-Jan-2026","447580"
"297","Normal/Others","WS/MP842/2024-2025/165408-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Construction of Karindhora Thenggin Chola Mukku Road","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","12-Jan-2026","922888"
"298","Normal/Others","WS/MP842/2025-2026/168936-Purchase of vans and buses for educational institutions","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Purchase of school Bus for High School Katampazhipuram, Ottapalam Sub District, Palakkad Dist, School code 20038","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","30-Jan-2026","2342968"
"299","Normal/Others","WS/MP842/2024-2025/144267-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Kerala","WAYANAD(DISTRICT COLLECTOR WAYANAD_IDA)","“Installation of 58.5 KVA 3 Phase Generator And 100 KVA Transformer at FHC Noolpuzha, Wayanad (Dist) (Work  Type-ST )","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","N/A","21-Jan-2026","3000000"
"300","Normal/Others","WS/MP842/2025-2026/135698-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Nalpadi Vasu Smaraka Mandiram Road (Concreting), Ward:25, Mattannur Municipality, Kannur (Dist), (WORK-GENERAL)","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","28-Feb-2026","1114313"
"301","Normal/Others","WS/MP842/2025-2026/272890-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Construction of Karalam Poyil Mukku Maruthulla Poyil Road (Tharing)","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","N/A","17-Mar-2026","978608"
