"Sr. No.","Work category","Work","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","Sanction Date","Sanction Amount ( ₹ )","Work Status"
"158","Normal/Others","WS/MP18425/2026-2027/247692-Improvement of electricity distribution infrastructure","Haryana","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","GSC Dhani connection to Sombir So sh satbir village Sharwa dhani under sub Division Gangwa","13-Nov-2025","14-May-2026","779260","Vendor Identification"
"159","Normal/Others","WS/MP299/2025-2026/248495-Improvement of electricity distribution infrastructure","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","Shifting of AP feeder supply to RDS feeder by pvdg 63 KVA T.F Dhanies of Shri Jagsir Singh and others V Dabwali Estimate No SRS SOCC 57","27-Nov-2025","15-Dec-2025","407980","Sanction"
"160","Normal/Others","WS/MP299/2025-2026/248496-Improvement of electricity distribution infrastructure","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","IMP of voltage by changing the supply from AP to RDS Supply by providing Additional 10 KVA T.F Chasama Road Sh Krishan Singh Village Dabwali  Estimate No. SRS.S0CC-56","27-Nov-2025","15-Dec-2025","335050","Sanction"
"161","Normal/Others","WS/MP299/2025-2026/248602-Improvement of electricity distribution infrastructure","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","Change the source AP to RDS Feeder by providing additional 25 KVA TF for Dhani connection Sh Gurtej Singh and Nihal Singh and others feeding from 11 KV Asis AP to 11 KV Pana RDS feeder village Asir Estimate No. SRS Socc.27","27-Nov-2025","15-Dec-2025","433760","Sanction"
"162","Normal/Others","WS/MP299/2025-2026/248603-Improvement of electricity distribution infrastructure","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","Shifting AP feeder supply to RDS feeder by providing 10 KVA TF Dhanies of Sh Manjinder Singh and Others. Estimate No. SRS.SOCC 45","27-Nov-2025","15-Dec-2025","725030","Sanction"
"163","Normal/Others","WS/MP299/2025-2026/248604-Improvement of electricity distribution infrastructure","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","Change the source AP to RDS Line by providing additional 10 KVA TF for Dhanis connection Sh Jaswant Singh village Kingra feeding from 11 KV Jandwala AP 2nd to Mithri RDS Feeder Estimate No. SRS.SOCC.88","27-Nov-2025","15-Dec-2025","332740","Sanction"
"164","Normal/Others","WS/MP299/2025-2026/248607-Improvement of electricity distribution infrastructure","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","Providing DS Dhani Connection Sh Pritam Singh and Tarsem Singh Village Kindgra Estimate No.KWE.441","27-Nov-2025","15-Dec-2025","42385","Sanction"
"165","Normal/Others","WS/MP299/2025-2026/248618-Improvement of electricity distribution infrastructure","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","Shifting AP feeder supply to RDS feeder by providing 10 KVA TF Dhanies of Sh Bhagwan Singh  Estimate No.SRS SOCC 43","27-Nov-2025","15-Dec-2025","340030","Sanction"
"166","Normal/Others","WS/MP299/2025-2026/248677-Improvement of electricity distribution infrastructure","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","pvdg cable in the Dhanies of Sh. Gurtej Singh and others village Habuana DB457","27-Nov-2025","15-Dec-2025","38280","Sanction"
"167","Normal/Others","WS/MP299/2025-2026/248680-Improvement of electricity distribution infrastructure","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","change the source of supply from 11 KV Paniwala-l AP feeder to Sanwant Khera RDS feeder to Sh. Shivraj Singh and others village Paniwala Raldu SOCC-58","27-Nov-2025","15-Dec-2025","647540","Sanction"
"168","Normal/Others","WS/MP299/2025-2026/248692-Improvement of electricity distribution infrastructure","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","shifting AP feeder supply to RDS feeder by pvdg 10 KVA T F dhanies of SH Harmail singh S O Sh Kartar Singh near Sekhu Pull due to low voltage village Phullo SOCC-59","27-Nov-2025","15-Dec-2025","303950","Sanction"
"169","Normal/Others","WS/MP299/2025-2026/248695-Improvement of electricity distribution infrastructure","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","change the source of supply from 11 KV Paniwala-l AP feeder to Sanwant Khera RDS feeder to Smt. Kamaldeep Kaur W O SH Gurbachan Singh v Khuiyan Malkana SOCC-49","27-Nov-2025","15-Dec-2025","156620","Sanction"
"170","Normal/Others","WS/MP299/2025-2026/248699-Improvement of electricity distribution infrastructure","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","shifting of supply AP to RDS feeder of Sh Pirthvi Raj S O Sh Mukh Ram village Kaluana","27-Nov-2025","15-Dec-2025","485820","Sanction"
"171","Normal/Others","WS/MP299/2025-2026/248705-Improvement of electricity distribution infrastructure","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","shifting of electricity line from 11 KV lambi-ii AP feeder to jhutti khrera RDS of Dhani connection Sh Parjeet singh S O Sh. Sawraz singh SOCC-46","27-Nov-2025","15-Dec-2025","269640","Sanction"
"172","Normal/Others","WS/MP299/2025-2026/248716-Improvement of electricity distribution infrastructure","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","25 KVA T F to Sh. Thana singh S O Sh Teja Singh V Khokhar SOCC-71","27-Nov-2025","15-Dec-2025","374080","Sanction"
"173","Normal/Others","WS/MP299/2025-2026/249775-Improvement of electricity distribution infrastructure","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","For providing DS Dhani Connection to Sh Ram Narayan, father Name. sh Mukh Ram, village Kaluana","27-Nov-2025","15-Dec-2025","440950","Sanction"
"174","Trust and Society","WS/MP18402/2025-2026/225065-Setting up public non-conventional energy plants","Haryana","ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Solar System Installation in Haryana Ex-Services League (HESL)","05-Aug-2025","16-Jan-2026","1100000","Sanction"
"175","Normal/Others","WS/MP18425/2025-2026/247740-Street lights","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 20 street lights in village bar,pinjore","13-Nov-2025","02-Mar-2026","260000","Vendor Identification"
"176","Normal/Others","WS/MP18425/2025-2026/247742-Street lights","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 20 solar lights in village jabrot,pinjore","13-Nov-2025","02-Mar-2026","420000","Vendor Identification"
"177","Normal/Others","WS/MP18425/2025-2026/247743-Street lights","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 40 solar lights in village janouli, pinjore","13-Nov-2025","02-Mar-2026","520000","Vendor Identification"
"178","Normal/Others","WS/MP18425/2025-2026/247745-Street lights","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 50 street lights,village dhaluwal pinjore","13-Nov-2025","02-Mar-2026","650000","Vendor Identification"
"179","Normal/Others","WS/MP18402/2025-2026/227824-Security gates in streets/public place for safety purpose","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction of Iron gate at Khede wala anad Kali Kakra in Bhuthan Khurd Village.","20-Aug-2025","24-Sep-2025","1523000","Vendor Identification"
"Grand Total"," "," "," "," "," "," "," "," "," "," ","15,64,49,452"
