"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"1","Normal/Others","NA-Purchase of ambulances (Four, three and two wheelers)","Assam","BARPETA(DEPUTY COMMISSIONER BARPETA 1)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Purchase of Ambulance for Moutupuri Chatana Rural Dev. Society, Howly.","20-Nov-2025","1200000","NA"
"2","Normal/Others","WS/MP831/2024-2025/132609-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","BARPETA(DEPUTY COMMISSIONER BARPETA 1)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","Construction of road from PWD road to Prodip Das house near Tribal Association and Rest House at Barpeta.","18-Jun-2024","1200000","26-Jul-2024"
"3","Normal/Others","WS/MP831/2024-2025/140244-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","BARPETA(DEPUTY COMMISSIONER BARPETA 1)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","Construction of Road from Natunbasti to Ahom pathar via to dharani Barman house at village & G.P. Kamargaon, Barpeta.","11-Sep-2024","2000000","03-Feb-2025"
"4","Normal/Others","WS/MP073/2025-2026/243476-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","BARPETA(DEPUTY COMMISSIONER BARPETA 1)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction of Road from B.P.linked Road to Shiva Mandir at Baradi Barpeta LAC","23-Oct-2025","1500000","06-Feb-2026"
"5","Normal/Others","WS/MP073/2026-2027/243518-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","BARPETA(DEPUTY COMMISSIONER BARPETA 1)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction Of Hirapara Roadside Drain at Barpeta Town","25-Oct-2025","1000000","13-Aug-2026"
"6","Normal/Others","WS/MP18431/2025-2026/249780-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","BARPETA(DEPUTY COMMISSIONER BARPETA 1)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of Road from Pradip Das house to Uday Basumatary  house at Bodorutup.","20-Nov-2025","1500000","28-Jan-2026"
"7","Normal/Others","WS/MP18431/2025-2026/249781-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","BARPETA(DEPUTY COMMISSIONER BARPETA 1)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Const. of road from B.S. Link Road to Ram Das house at Sundoridia, Budorutup.","20-Nov-2025","1500000","28-Jan-2026"
"8","Normal/Others","WS/MP073/2025-2026/254948-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","BARPETA(DEPUTY COMMISSIONER BARPETA 1)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction of road from Basu Das House to Dipak Das House at Patharhati Barpeta","20-Dec-2025","1100000","06-Feb-2026"
"9","Normal/Others","WS/MP18456/2026-2027/295572-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","BARPETA(DEPUTY COMMISSIONER BARPETA 1)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","Construction of Road from B.B linked road to Upen Das house at Bamun Baradi, Barpeta,Barpeta  Dev. Block","17-Jul-2026","2500000","25-Aug-2026"
"10","Normal/Others","NA-Retrofitting, preservation or conservation of heritage and archaeological monuments and buildings","Assam","DIBRUGARH(DEPUTY COMMISSIONER DIBRUGARH_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Development of Swargodeo Chaulung Statue and Park at Tipam","04-Aug-2025","5000000","NA"
"11","Normal/Others","NA-Construction of community centers and community halls","Assam","DIBRUGARH(DEPUTY COMMISSIONER DIBRUGARH_IDA)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","Construction of Public Hall near 1 No. Nasoni Gaon Namghar,Rajgarh Dev.Block","18-Jul-2026","1000000","NA"
"12","Normal/Others","WS/MP073/2026-2027/245537-Construction of community centers and community halls","Assam","DIBRUGARH(DEPUTY COMMISSIONER DIBRUGARH_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction of market Cpmplex at LahowalSamabai Samity Land Dibrugarh","02-Nov-2025","2000000","29-Jul-2026"
"13","Normal/Others","WS/MP18431/2025-2026/249762-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Const. of Community Hall near Sheoratola Puja Mandap at Nutanpatty, Silchar.","20-Nov-2025","2500000","13-Feb-2026"
"14","Normal/Others","WS/MP18431/2025-2026/249763-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Const of Community Hall near Morley High School, Salganga.","20-Nov-2025","1000000","13-Feb-2026"
"15","Normal/Others","WS/MP18431/2025-2026/249764-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Const of Community Hall at Kanakpur Daspara, Silchar.","20-Nov-2025","500000","13-Feb-2026"
"16","Normal/Others","WS/MP18431/2025-2026/249765-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Const of Community Hall near Narsing Akhra, Tulapatty, Silchar.","20-Nov-2025","1000000","13-Feb-2026"
"17","Normal/Others","WS/MP18431/2025-2026/249766-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Const of Community Hall at Nutan Kanchanpur Silchar near Sri Sri Jagannath Mahaprabhu Jew Akhra.","20-Nov-2025","500000","13-Feb-2026"
"18","Normal/Others","WS/MP18431/2025-2026/249767-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Const of additional rooms of jatri nivas at Gobindabari, Satsanga Asram Road, Silchar","20-Nov-2025","1000000","13-Feb-2026"
"19","Normal/Others","WS/MP18431/2025-2026/249770-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Const. of Community Hall near Mahaprabhu Radha Gobinda Jew Akhra at Sonai Road Lane No -1, Silchar","20-Nov-2025","1000000","13-Feb-2026"
"20","Normal/Others","NA-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of Conference Hall of Barak Upotyaka Banga Sahitya o Sanskriti Sammelan, Central Committee at Chandmari, Tarapur.","20-Nov-2025","1000000","NA"
"21","Normal/Others","WS/MP18431/2025-2026/256048-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of Rajmohan Nath Kalashetra at Cachar Jogi Sammelani Complex, Nathpara, Tarapur","30-Dec-2025","2500000","13-Mar-2026"
"22","Normal/Others","NA-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of Community Hall near Pabda Market Shed at Pabda GP","04-Jan-2026","1000000","NA"
"23","Normal/Others","NA-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of Community Hall at Mankush, Dilkush GP","04-Jan-2026","800000","NA"
"24","Normal/Others","NA-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of Community hall at Chengjur Manipuri Basti at Boali Chengjur GP","04-Jan-2026","1000000","NA"
"25","Normal/Others","NA-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of Community Hall near Pratap Baba Mandir at Jirighat GP","04-Jan-2026","1000000","NA"
"26","Normal/Others","NA-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of Community Hall near Lediacherra Bhairab Mandir at Borthol Lediacherra  GP","04-Jan-2026","1000000","NA"
"27","Normal/Others","WS/MP18431/2025-2026/260615-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of Socio-cultural Hall near Chandrapur Shib Bari at Chandrapur, Ambicapur Pt. VII","20-Jan-2026","2500000","05-Mar-2026"
"28","Normal/Others","WS/MP18431/2026-2027/260616-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of a Multi-purpose Hall near Police Parade Ground, Silchar","20-Jan-2026","1000000","27-Aug-2026"
"29","Normal/Others","WS/MP18431/2025-2026/260617-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of Community Hall near Abhinaba Club, College Road, Silchar","20-Jan-2026","1000000","05-Mar-2026"
"30","Normal/Others","WS/MP18431/2026-2027/285638-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of a socio-cultural Centre near Agragami Club at Link Road, Silchar","14-Jun-2026","1000000","27-Aug-2026"
"31","Normal/Others","NA-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of Boundary wall and renovation of a community Hall near Sri Sri Gauranga Mahaprabhu Akhra at Chorarpar, Dudhpatil","15-Jun-2026","1000000","NA"
"32","Normal/Others","NA-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of Community Hall at Chamarkona Shiv Colony at Kaalibari under Tapang GP, Chibitabichiya Pt. IX","15-Jun-2026","1000000","NA"
"33","Normal/Others","NA-Construction of community centers and community halls","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of a Community Hall near Durga Mandap at Ward No. 7, Banglaghat under Chengkuri GP","15-Jun-2026","1000000","NA"
"34","Normal/Others","WS/MP18431/2026-2027/285639-Construction of additional rooms and halls in the existing public and community building","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of additional rooms of Ramakrishna Banaprasthha Mangalam Old Age Home at Ambicapatty, Silchar","14-Jun-2026","1000000","27-Aug-2026"
"35","Normal/Others","WS/MP18431/2025-2026/260610-Construction of boundary walls of existing public and community buildings","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of Boundary wall of 628 No. Larangpar LP School, Sadirkhal","20-Jan-2026","800000","05-Mar-2026"
"36","Normal/Others","NA-Purchase of ambulances (Four, three and two wheelers)","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Purchase of Medical van for Governing Body Kalpataru Institute of Entrepreneurs (NGO), Silchar  at Silchar","04-Jan-2026","2000000","NA"
"37","Repair and Renovation","WS/MP18431/2025-2026/249768-Construction of rooms and halls in school and colleges","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Renovation of auditorium of Gurucharan University, Silchar.","20-Nov-2025","1000000","13-Feb-2026"
"38","Normal/Others","WS/MP18431/2025-2026/249769-Construction of public staircase/ stair ghat for public convenience","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of Chat and Tarpan Ghat near Annapurana Mandir at Annapurna Ghat, Silchar.","20-Nov-2025","4500000","13-Feb-2026"
"39","Normal/Others","WS/MP18431/2025-2026/260611-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of CC Block Road at Janajagaran Lane, New Bhakatpur","20-Jan-2026","500000","05-Mar-2026"
"40","Normal/Others","WS/MP18431/2025-2026/260612-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of CC Block Road with covered Drain starting from Late K.U. Mazumder house to Ameria Lane, Silchar Pt. X,","20-Jan-2026","1000000","05-Mar-2026"
"41","Normal/Others","WS/MP18431/2025-2026/260613-Purchase of furniture and fixtures for educational purposes","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Furniture (Desk Bench) for Nehru Haigh School, Singari, Silchar","20-Jan-2026","700000","05-Mar-2026"
"42","Normal/Others","WS/MP18431/2025-2026/260614-Purchase of furniture and fixtures for educational purposes","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Furniture (Desk Bench) for Chengkuri Bagan High School, Chinkuri","20-Jan-2026","700000","05-Mar-2026"
"43","Normal/Others","WS/MP18431/2025-2026/260618-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Assam","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Providing Furniture, computers etc. for Urban Health Centre, Silchar Municipal Corporation.","20-Jan-2026","300000","05-Mar-2026"
"44","Normal/Others","WS/MP18456/2026-2027/296136-Construction of rooms and halls in school and colleges","Assam","CHARAIDEO(Deputy Commissioner Charaideo_IDA)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","Construction of Class Room at Mulagabharu High School , Dichaw Botua Village,Udoipur G.P ,Mahmara Dev.Block","17-Jul-2026","1000000","29-Aug-2026"
"45","Normal/Others","NA-Construction of rooms and halls in school and colleges","Assam","CHARAIDEO(Deputy Commissioner Charaideo_IDA)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","Construction of Class Room at Kachumari Jatiya Vidyalaya ,Kachumari,Mahmara Dev. Block","17-Jul-2026","500000","NA"
"46","Normal/Others","NA-Construction of rooms and halls in school and colleges","Assam","CHARAIDEO(Deputy Commissioner Charaideo_IDA)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","CONSTRUCTION OF ASSEMBLY HALL AT MATHURAPUR H.S SCHOOL","23-Aug-2026","1500000","NA"
"47","Normal/Others","NA-Security gates in streets/public place for safety purpose","Assam","CHARAIDEO(Deputy Commissioner Charaideo_IDA)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","construction of boundary wall at sepon police outpost under Mahmara Dev.Block ,Charaideo District","09-Jul-2026","1000000","NA"
"48","Normal/Others","NA-Purchase of ambulances (Four, three and two wheelers)","Assam","CHARAIDEO(Deputy Commissioner Charaideo_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Ambulance to AAMI, Socio Cultural Organisation, Mahmora","10-Aug-2026","833030","NA"
"49","Normal/Others","NA-Construction of buildings for community cultural activities","Assam","CHARAIDEO(Deputy Commissioner Charaideo_IDA)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","CONSTRUCTION OF RANGAMANCHA WITH GREEN ROOM AT SEUJI PATHER ,CHARAIDEO DISTRICT (ASSAM)","09-Jul-2026","1000000","NA"
"50","Normal/Others","NA-Construction of buildings for community cultural activities","Assam","CHARAIDEO(Deputy Commissioner Charaideo_IDA)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","CONSTRUCTION OF CHAW CHENG REN AT SAPEKHATI","23-Aug-2026","1000000","NA"
"51","Normal/Others","NA-Construction of community centers and community halls","Assam","CHARAIDEO(Deputy Commissioner Charaideo_IDA)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","Construction of Rangamancha at Nokhat","18-Jul-2026","700000","NA"
"52","Normal/Others","WS/MP071/2025-2026/157664-Construction of community centers and community halls","Assam","CHARAIDEO(Deputy Commissioner Charaideo_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Assam Type Guest House at Rangagora Amlokhi Deohal, Lakwa, Mahmora, Charaideo","09-Dec-2024","2500000","19-Aug-2025"
"53","Normal/Others","NA-Construction of community centers and community halls","Assam","DARRANG(DEPUTY COMMISSIONER DARRANG_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction Of Community Hall near Purnananda Namghar,Garia Para Village,Bhurargarh GP,Sipajhar,Darrang","28-Jan-2026","250000","NA"
"54","Normal/Others","NA-Construction of community centers and community halls","Assam","DARRANG(DEPUTY COMMISSIONER DARRANG_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction Of Community Hall Near Sri Sri Bishnu Mandir at Kaljuri ,Sipajhar","28-Jan-2026","300000","NA"
"55","Normal/Others","NA-Construction of community centers and community halls","Assam","DARRANG(DEPUTY COMMISSIONER DARRANG_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction of Commnity Hall Near Boinara Satra at Boinara ,Namkhola,Sipajhar","28-Jan-2026","450000","NA"
"56","Normal/Others","WS/MP073/2026-2027/271553-Construction of additional rooms and halls in the existing public and community building","Assam","DARRANG(DEPUTY COMMISSIONER DARRANG_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Repair and Renovation of Sahid Bhawan at Bhuktabari,Sipajhar LAC","28-Feb-2026","1000000","22-Jul-2026"
"57","Normal/Others","WS/MP831/2024-2025/140242-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","DARRANG(DEPUTY COMMISSIONER DARRANG_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","Construction of road from Turai L.P. school to Rajghat via Sipajhar under Turai G.P, Darrang.","11-Sep-2024","1200000","22-Oct-2024"
"58","Normal/Others","WS/MP073/2025-2026/245538-Construction of rooms and halls in school and colleges","Assam","DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction Of Boundary Wall at Baruah Block High School, Lakhipathar, Dhemaji","02-Nov-2025","1000000","08-Dec-2025"
"59","Normal/Others","NA-Construction of buildings for community cultural activities","Assam","DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","CONSTRUCTION OF CHAW CHENG REN AT GHUGUHA GAON,DHEMAJI","17-Aug-2026","1000000","NA"
"60","Normal/Others","NA-Construction of boundary walls of existing public and community buildings","Assam","DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","construction of boundary wall with gate at Gobindapu village community hall, near Narayanpur under Nalbari G.P.","13-Jul-2026","1200000","NA"
"61","Normal/Others","WS/MP831/2024-2025/132568-Construction of rooms and halls in school and colleges","Assam","DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","Construction of Auditorium Hall at Mingmang Nalbari HS school under Nalbari Panchayat,Dhemaji.","17-Jun-2024","2000000","22-Aug-2024"
"62","Normal/Others","WS/MP071/2025-2026/157993-Construction of community centers and community halls","Assam","DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Community Hall at Jonai Mising Kristi Bhawan Campus, Jonai Bazar, Jonai","10-Dec-2024","5000000","18-Jun-2025"
"63","Normal/Others","WS/MP831/2025-2026/177133-Purchase of furniture and fixtures for educational purposes","Assam","DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","Purchase of furniture for auditorium hall of Sapatgram college.","24-Feb-2025","1500000","05-Nov-2025"
"64","Normal/Others","WS/MP831/2025-2026/177134-Purchase of furniture and fixtures for educational purposes","Assam","DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","Purchase of Furniture of Ratnapith College, Chapar.","24-Feb-2025","500000","05-Nov-2025"
"65","Normal/Others","NA-Construction of rooms and halls in school and colleges","Assam","GOLAGHAT(Deputy Commissioner Golaghat_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction Of College Building of Hemo Prova Borbora Girls College at Golaghat","23-Oct-2025","2500000","NA"
"66","Normal/Others","NA-Renovation of ponds and lakes","Assam","GOLAGHAT(Deputy Commissioner Golaghat_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction and Beautiffication of Borahi Gaon Public Pond at Borahi Gaon Athgaon GP Dergaon LAC South Dergaon Dev.Block Golaghat","11-Feb-2026","3000000","NA"
"67","Normal/Others","WS/MP071/2025-2026/182332-Construction of rooms and halls in school and colleges","Assam","GOLAGHAT(Deputy Commissioner Golaghat_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Additional Classroom at Shankardev Shishu Niketan, Ward No. 3, Dergaon","17-Mar-2025","1000000","07-Oct-2025"
"68","Normal/Others","WS/MP073/2026-2027/243464-Construction of buildings for community cultural activities","Assam","GOLAGHAT(Deputy Commissioner Golaghat_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Constrution Of Aidew Handikoi Sanskritik Prakalpa at Bokakhat Town","23-Oct-2025","5000000","29-Jun-2026"
"69","Normal/Others","NA-Construction of community centers and community halls","Assam","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","Construction of Gandhi Nagar Anchalik Bikash Sangha Building","17-Jul-2026","1000000","NA"
"70","Normal/Others","WS/MP071/2025-2026/162672-Construction of community centers and community halls","Assam","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Ganeshguri Krira Aru Sanskritik Yuva Mancha, Ward No. 40, Ganeshguri Chariali","31-Dec-2024","2500000","11-Jun-2025"
"71","Normal/Others","WS/MP071/2025-2026/157991-Construction of community centers and community halls","Assam","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of New Stage and Green Room at Cheng Ren Campus, Notboma, Ward No. 42, Siukapha Nagar","10-Dec-2024","3000000","07-Aug-2025"
"72","Normal/Others","WS/MP071/2024-2025/149064-Construction of community centers and community halls","Assam","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Bhagaduttapur Kala-Kristi Bikash Kendra, Kahilipara (Phase II)","22-Oct-2024","794000","30-Jan-2025"
"73","Normal/Others","WS/MP073/2026-2027/243467-Construction of community centers and community halls","Assam","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction Of Auditorium (Phase-II) for All Assam Maina Parijat at Sarusajai, Lokhora","23-Oct-2025","2500000","28-Aug-2026"
"74","Normal/Others","NA-Construction of community centers and community halls","Assam","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction Of Community Hall Near Seujpur Namghar at Seujpur , Kahilipara Guwahati","25-Oct-2025","300000","NA"
"75","Normal/Others","NA-Construction of community centers and community halls","Assam","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction Of Community hall Near Sahid Khargeswar Talukdar Bhawan at Chamata Pathar Sonapur","20-Dec-2025","2000000","NA"
"76","Normal/Others","NA-Construction of community centers and community halls","Assam","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of a Silage production and storage centre of Ecofusion Foundation at Panikhaiti, Dimaria","14-Jun-2026","2000000","NA"
"77","Normal/Others","WS/MP073/2025-2026/250884-Construction of Railway Halt Station","Assam","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction of road near pijush Das House to J.Pegu house at Pub-Siva Nagar Guwahati-36","27-Nov-2025","2000000","23-Feb-2026"
"78","Normal/Others","NA-Construction of buildings for sports facilities","Assam","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Development of Badminton Hall at RG Baruah Sports cum Cultural Centre, Sundarpur, Ward No. 50, Zoo Road, Guwahati","20-Mar-2025","1500000","NA"
"79","Normal/Others","WS/MP071/2024-2025/157665-Construction of buildings for multi-gym","Assam","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Gym Hall at Abhiruchi Institute of Physical Education, Chandrapur","09-Dec-2024","1500000","21-Mar-2025"
"80","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction of Road From Ranga Tila to B.Bhuyan House at Panjabari,Guwahati-37","16-Aug-2026","2500000","NA"
"81","Normal/Others","WS/MP18431/2026-2027/249777-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Const. of road at bylane no 5, Victoria Path at Dhalboma.","20-Nov-2025","2000000","25-Jun-2026"
"82","Normal/Others","WS/MP18431/2025-2026/249778-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Const of road cum guard wall with RCC Culvert at Bank Colony, Jyotikuchi.","20-Nov-2025","2000000","26-Feb-2026"
