"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"836","Normal/Others","WS/MP18300/2025-2026/198646-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","N/A","12-Dec-2025","81956"
"837","Normal/Others","WS/MP18300/2024-2025/148908-Installing hand pumps","Bihar","NAWADA(District Planning Officer NAWADA_IDA)","Installing a big hand pump (india mark II) at a public place near the Bajrang Bali Temple in village  Adal bigha of Ward No. 10 of Bahadurpur Panchayat.","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","N/A","28-Sep-2025","76020"
"838","Normal/Others","WS/MP18300/2025-2026/194612-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","28-Sep-2025","81782"
"839","Normal/Others","WS/MP18300/2025-2026/194613-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","28-Sep-2025","81782"
"840","Normal/Others","WS/MP18300/2025-2026/192264-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","28-Sep-2025","81782"
"841","Normal/Others","WS/MP18300/2025-2026/198639-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","28-Sep-2025","81782"
"842","Normal/Others","WS/MP18300/2025-2026/194581-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","28-Sep-2025","81741"
"843","Normal/Others","WS/MP18300/2025-2026/198642-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","28-Sep-2025","81758"
"844","Normal/Others","WS/MP18300/2025-2026/198637-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","28-Sep-2025","81782"
"845","Normal/Others","WS/MP18300/2025-2026/194635-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","28-Sep-2025","81782"
"846","Normal/Others","WS/MP18300/2024-2025/134480-Construction of common work sheds/ common covered sitting area","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of 20 feet × 15 feet covered community chaupal.","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","N/A","12-Dec-2025","526439"
"847","Normal/Others","WS/MP18300/2025-2026/134639-Installing hand pumps","Bihar","NAWADA(District Planning Officer NAWADA_IDA)","Installing hand pump","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","N/A","10-Oct-2025","98600"
"848","Normal/Others","WS/MP18300/2025-2026/198632-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","20-Nov-2025","81741"
"849","Normal/Others","WS/MP18300/2025-2026/198633-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","20-Nov-2025","81741"
"850","Normal/Others","WS/MP18300/2025-2026/198634-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","20-Nov-2025","81741"
"851","Normal/Others","WS/MP18300/2025-2026/198605-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","20-Nov-2025","81741"
"852","Normal/Others","WS/MP18300/2025-2026/198609-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","20-Nov-2025","81741"
"853","Normal/Others","WS/MP18300/2025-2026/192276-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","20-Nov-2025","81782"
"854","Normal/Others","WS/MP18300/2025-2026/194610-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","20-Nov-2025","81741"
"855","Normal/Others","WS/MP18300/2025-2026/192294-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","20-Nov-2025","81741"
"856","Normal/Others","WS/MP18300/2025-2026/153065-Construction of common work sheds/ common covered sitting area","Bihar","SHEIKHPURA(DISTRICT PLANNING OFFICER SHEIKHPURA_IDA)","Construction work of 20 feet ×15 feet covered community Chaupal","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","20-Nov-2025","150919"
"857","Normal/Others","WS/MP18300/2025-2026/194576-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","21-Nov-2025","79193"
"858","Normal/Others","WS/MP18300/2025-2026/194577-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","21-Nov-2025","79193"
"859","Normal/Others","WS/MP18300/2025-2026/194575-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","21-Nov-2025","79193"
"860","Normal/Others","WS/MP18300/2025-2026/194578-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","21-Nov-2025","79193"
"861","Normal/Others","WS/MP18300/2025-2026/194579-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","21-Nov-2025","79193"
"862","Normal/Others","WS/MP18300/2025-2026/194582-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","21-Nov-2025","79193"
"863","Normal/Others","WS/MP18300/2025-2026/194633-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","21-Nov-2025","79193"
"864","Normal/Others","WS/MP18300/2025-2026/194583-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","21-Nov-2025","79193"
"865","Normal/Others","WS/MP18300/2025-2026/198643-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","21-Nov-2025","79193"
"866","Normal/Others","WS/MP18300/2025-2026/194574-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","21-Nov-2025","79193"
"867","Normal/Others","WS/MP18300/2025-2026/194611-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","28-Nov-2025","81757"
"868","Normal/Others","WS/MP18300/2025-2026/194636-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","28-Nov-2025","81822"
"869","Normal/Others","WS/MP18300/2024-2025/134637-Construction of common work sheds/ common covered sitting area","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of 20 feet x 15 feet covered  Community Chaupal","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","N/A","12-Dec-2025","520774"
"870","Normal/Others","WS/MP18300/2025-2026/134642-Construction of common work sheds/ common covered sitting area","Bihar","JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA)","Construction work of 20 feet x 15 feet covered  Community Chaupal","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","N/A","08-Dec-2025","516349"
"871","Normal/Others","WS/MP18300/2025-2026/198647-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD AND UNDERGROUND DRAIN","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","N/A","08-Jan-2026","895500"
"872","Normal/Others","WS/MP18300/2025-2026/198635-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","12-Dec-2025","81822"
"873","Normal/Others","WS/MP18300/2025-2026/198636-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","12-Dec-2025","81822"
"874","Normal/Others","WS/MP18300/2025-2026/192282-Installing hand pumps","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","12-Dec-2025","81822"
"875","Normal/Others","WS/MP18300/2025-2026/134657-Construction of common work sheds/ common covered sitting area","Bihar","ARWAL(District Planning Officer Arwal_IDA)","Construction work of 20 feet x 15 feet covered Community Chaupal Rural","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","17-Dec-2025","522080"
"876","Normal/Others","WS/MP18300/2025-2026/216901-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","14-Jan-2026","84714"
"877","Normal/Others","WS/MP18300/2025-2026/216904-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","14-Jan-2026","84714"
"878","Normal/Others","WS/MP18300/2025-2026/216903-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","14-Jan-2026","84714"
"879","Normal/Others","WS/MP18300/2025-2026/216925-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","14-Jan-2026","84714"
"880","Normal/Others","WS/MP18300/2024-2025/148910-Installing hand pumps","Bihar","SARAN(DISTRICT PLANNING OFFICE SARAN CHAPRA_IDA)","Installing a big hand pump (india mark II) at a public place near the house of Umesh Singh Chandravanshi in village Rasulpur of Ward No. 7 of Rasulpur Panchayat.","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","12-Jan-2026","81461"
"881","Normal/Others","WS/MP18300/2024-2025/148909-Installing hand pumps","Bihar","SARAN(DISTRICT PLANNING OFFICE SARAN CHAPRA_IDA)","Installing a big hand pump (india mark II) at a public place near the house of Jitendra Singh Chandravanshi in village Rasulpur of Ward No. 1 of Rasulpur Panchayat.","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","12-Jan-2026","81461"
"882","Normal/Others","WS/MP18300/2025-2026/238762-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road and underground drain","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","N/A","10-Feb-2026","1097600"
"883","Normal/Others","WS/MP18300/2025-2026/238761-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road and underground drain","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","N/A","10-Feb-2026","1094700"
"884","Normal/Others","WS/MP18300/2025-2026/216906-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","10-Feb-2026","84714"
"885","Normal/Others","WS/MP18300/2025-2026/216902-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","10-Feb-2026","84714"
"886","Normal/Others","WS/MP18300/2025-2026/216910-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","10-Feb-2026","84714"
"887","Normal/Others","WS/MP18300/2025-2026/216924-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","10-Feb-2026","84714"
"888","Normal/Others","WS/MP18300/2025-2026/216909-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","10-Feb-2026","84714"
"889","Normal/Others","WS/MP18300/2025-2026/216923-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","10-Feb-2026","84714"
"890","Normal/Others","WS/MP18300/2025-2026/238763-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road and underground drain","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","N/A","10-Feb-2026","991400"
"891","Normal/Others","WS/MP18300/2025-2026/216908-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","10-Feb-2026","84714"
"892","Normal/Others","WS/MP18300/2025-2026/216118-Installing hand pumps","Bihar","GAYA(DISTRICT PLANNING OFFICER GAYA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","N/A","27-Jan-2026","82130"
"893","Normal/Others","WS/MP18300/2025-2026/214377-Installing hand pumps","Bihar","GAYA(DISTRICT PLANNING OFFICER GAYA_IDA)","Installing a big hand pump (India Mark III) at a public place","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","N/A","27-Jan-2026","82130"
"894","Normal/Others","WS/MP18300/2025-2026/134643-Construction of common work sheds/ common covered sitting area","Bihar","JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA)","Construction work of 20 feet x 15 feet covered Community Chaupal","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","12-Feb-2026","522430"
"895","Normal/Others","WS/MP18300/2025-2026/157543-Construction of common work sheds/ common covered sitting area","Bihar","NALANDA(DISTRICT PLANNING OFFICER NALANDA_IDA)","Construction work of 20 feet x 15 feet covered Community Chaupal","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","26-Feb-2026","527564"
"896","Normal/Others","WS/MP18300/2025-2026/134654-Construction of common work sheds/ common covered sitting area","Bihar","GAYA(DISTRICT PLANNING OFFICER GAYA_IDA)","Construction work of 20 feet x 15 feet covered Community Chaupal Rural","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","N/A","11-Mar-2026","519536"
"897","Normal/Others","WS/MP18300/2025-2026/258973-Construction of common work sheds/ common covered sitting area","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Construction work of 20 x feet 15 feet covered community Chaupal","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","N/A","13-Mar-2026","521730"
"898","Normal/Others","WS/MP18300/2024-2025/139497-Construction of common work sheds/ common covered sitting area","Bihar","JEHANABAD(DISTRICT PLANNING OFFICER JEHANABAD_IDA)","Construction work of 20 feet x 15 feet covered Community Chaupal","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","13-Mar-2026","528500"
"899","Normal/Others","WS/MP18300/2025-2026/157546-Construction of common work sheds/ common covered sitting area","Bihar","NALANDA(DISTRICT PLANNING OFFICER NALANDA_IDA)","Construction work of 20 feet x 15 feet covered Community Chaupal","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","23-Mar-2026","529465"
"900","Normal/Others","WS/MP18300/2025-2026/157544-Construction of common work sheds/ common covered sitting area","Bihar","NALANDA(DISTRICT PLANNING OFFICER NALANDA_IDA)","Construction work of 20 feet x 15 feet covered Community Chaupal","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","24-Mar-2026","529465"
"901","Normal/Others","WS/MP042/2025-2026/192147-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light near Khaki Baba place located in ward no. 08 of Basbitti Panchayat of Supaul block.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","02-Jul-2025","820000"
"902","Normal/Others","WS/MP042/2025-2026/192168-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light next to the library building at Gram Panchayat Basbitti Chowk under Supaul Block.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","02-Jul-2025","820000"
"903","Normal/Others","WS/MP042/2025-2026/192169-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light near the turn of Islampur Mohalla in Supaul Municipal Council Ward No. 18.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","02-Jul-2025","820000"
"904","Normal/Others","WS/MP042/2025-2026/192065-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light near Durga Sthan of Parsarma Panchayat under Supaul block.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","02-Jul-2025","820000"
"905","Normal/Others","WS/MP042/2025-2026/192067-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light near Barail Durga place of Gothbaruari Panchayat under Supaul block.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","02-Jul-2025","820000"
"906","Normal/Others","WS/MP042/2025-2026/192068-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light near Dhurdhur Chowk of Telwa Panchayat under Supaul block.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","02-Jul-2025","820000"
"907","Normal/Others","WS/MP042/2025-2026/192148-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light at the turn of Mohaniya Tola in ward no. 14 of village Mohaniya of Goth Baruari Panchayat under Supaul block.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","02-Jul-2025","820000"
"908","Normal/Others","WS/MP042/2025-2026/192064-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light near Durga Sthan (Railway Station) located in Purba Tola of Garhbaruari Panchayat under Supaul block","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","02-Jul-2025","820000"
"909","Normal/Others","WS/MP042/2025-2026/192170-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light near Sahlesh Gahwar located in Karanpur Panchayat Ward No 06 under Supaul block.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","02-Jul-2025","820000"
"910","Normal/Others","WS/MP042/2025-2026/192138-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light near the slope on the bank of the dam in ward no. 04 of Piprakhurd Panchayat of Supaul block.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","02-Jul-2025","820000"
"911","Normal/Others","WS/MP042/2025-2026/192135-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light in Bhuvaneshwari Nath Sthan Ward No. 03 of Baira Panchayat of Supaul block.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","02-Jul-2025","820000"
"912","Normal/Others","WS/MP042/2025-2026/192137-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light near Vishhara place in ward no. 06 in Sonak village of Gonth Baruari Panchayat of Supaul block.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","02-Jul-2025","820000"
"913","Normal/Others","WS/MP042/2025-2026/192063-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light near Durga Sthan located in West Tola of Garhbaruari Panchayat under Supaul Block","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","02-Jul-2025","820000"
"914","Normal/Others","WS/MP042/2025-2026/192136-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light in Bajrangwali Chowk Ward No. 15, Malhad village, Beriya Panchayat, Supaul district.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","02-Jul-2025","820000"
"915","Normal/Others","WS/MP042/2025-2026/192070-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light near Beria stage under Supaul block.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","02-Jul-2025","820000"
"916","Normal/Others","WS/MP042/2025-2026/192071-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light at Bajrangbali Chowk located in ward no. 05 of Malhani Panchayat under Supaul block.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","03-Jul-2025","820000"
"917","Normal/Others","WS/MP042/2025-2026/192066-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light near Durga Sthan located in Parsauni Panchayat under Supaul block.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","03-Jul-2025","820000"
"918","Normal/Others","WS/MP042/2025-2026/192129-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light near ward no. 04 of Dinabhadri place of Kadmaha Panchayat of Marauna block of Supaul district.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","06-Jul-2025","820000"
"919","Normal/Others","WS/MP042/2025-2026/192132-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light near Barhara Chowk next to the house of Biku Pandit in ward no. 12 of Barhara Panchayat of Marauna block of Supaul district.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","06-Jul-2025","820000"
"920","Normal/Others","WS/MP042/2025-2026/192131-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light near the community building located in ward no. 05 of Sisuna Panchayat of Marauna block of Supaul district.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","06-Jul-2025","820000"
"921","Normal/Others","WS/MP042/2025-2026/192134-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light near Chaupal Tola in ward no. 08 of Saroja Bela Panchayat of Marouna block of Supaul district.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","06-Jul-2025","820000"
"922","Normal/Others","WS/MP042/2025-2026/192130-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light near Brahmasthan located in ward no. 02 of Belhi Panchayat of Marouna block of Supaul district.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","06-Jul-2025","820000"
"923","Normal/Others","WS/MP042/2025-2026/192069-Lighting of public spaces","Bihar","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Installation work of high mast light next to Shiva temple in Gopalpur Sire ward no. 04 under Supaul block.","Prof. Manoj Kumar Jha (2024-30) (NaN-NaN)","Elected MP","N/A","06-Jul-2025","820000"
