"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"345","Normal/Others","WS/MP18407/2026-2027/294386-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","Construction of PCC road from village Chaparia to Tarihara of Block Fulwaria Panchayat Kamalkant Kararia alias Bahri.","11-Jul-2026","900000","06-Aug-2026"
"346","Normal/Others","WS/MP18407/2026-2027/294389-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","Construction of PCC road from Ramsevak Kushwaha's shop to Baliram Thakur's house in Saropai village panchayat of Vijayipur block.","11-Jul-2026","900000","31-Jul-2026"
"347","Normal/Others","WS/MP18407/2026-2027/294390-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","Soiling, bricking, construction of PCC road and concrete drain on the footpath running from Manikant Singh's farm in ward number 14 of village Chainpatti under Panchayat Raj Konhwa, passing in front of Manoj Kumar Dubey's house to the road going to Basdila from NH 27.","11-Jul-2026","890000","13-Aug-2026"
"348","Normal/Others","WS/MP18407/2026-2027/294392-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","Soiling, bricking and PCC construction work of the road going towards Govinda Tinmuhani under Panchayat Raj Chhotka Sankhe.","11-Jul-2026","900000","07-Aug-2026"
"349","Normal/Others","WS/MP18407/2026-2027/294393-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","Construction of PCC road from Adalat Miyan's house to Suresh Ram's house in village Shampur of Panchayat Raj Chhotka Sankhe.","11-Jul-2026","900000","07-Aug-2026"
"350","Normal/Others","WS/MP18407/2026-2027/294394-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","Soiling, brick laying and PCC construction work from Hareram Mishra's farm in village Diwan Parsa of Gram Panchayat Raj Ganesh Dumar to Diwan Parsa pitch via Toofani Baitha's Bathan.","11-Jul-2026","900000","05-Aug-2026"
"351","Normal/Others","WS/MP18407/2026-2027/294395-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","PCC construction work from Lalan Pandey's farm to Vindeshwari Bhagat's farm in village Diwan Parsa of Gram Panchayat Raj Ganesh Dumar.","11-Jul-2026","900000","05-Aug-2026"
"352","Normal/Others","WS/MP18407/2026-2027/294396-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","PCC construction work on the road next to the drain going from village Tiwari Khareya Siwan towards Bali Khareya of Block Kuchaykote Panchayat Rampur Khareya.","11-Jul-2026","600000","03-Aug-2026"
"353","Normal/Others","WS/MP18407/2026-2027/294397-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","PCC construction work of the path from Rajnikant Chauhan's house to Nityanand Tiwari's house in village Tiwari Khareya of Block Kuchaykote Panchayat Rampur Khareya.","11-Jul-2026","1400000","03-Aug-2026"
"354","Normal/Others","NA-Installing hand pumps","Bihar","JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","1Rubi Devi Fathers Ram ji Rawat  House  (in Public Place). Block Gidhaur , Panchayat  Maura ,Village Bnaura,  Ward NoDistrict  Jamui","20-Aug-2026","117700","NA"
"355","Normal/Others","NA-Installing hand pumps","Bihar","JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","2MukeshMandalFatherYadunadan Mandal  House  (in Public Place). Block Sikandra , Panchayat Mahadev Simariya ,Village Ranahan, District  Jamui","20-Aug-2026","117700","NA"
"356","Normal/Others","NA-Installing hand pumps","Bihar","JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","3Nityanand Mandal FatherLate Dahthuri Mandal House  (in Public Place). Block Khaira , Panchayat  Amari ,Village Dumalkola, District  Jamui","20-Aug-2026","117700","NA"
"357","Normal/Others","NA-Installing hand pumps","Bihar","JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","4Shashikant Kumar Father Shivkeshvar Mandal House  (in Public Place). Block Jamui ,  ,Village Hasdiha ward No-09 , District  Jamui","20-Aug-2026","117700","NA"
"358","Normal/Others","NA-Installing hand pumps","Bihar","JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","5Pramod Kumar Father Mathura Mandal, (In Publice Place ) Block Jamui, PanchyatMachve, Village Machve, Ward No 01, District  Jamui","20-Aug-2026","117700","NA"
"359","Normal/Others","NA-Installing hand pumps","Bihar","JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","6Nilu Raw  Father Late Mahendra Prasad  Near Bajrangbali Chauk, (In Publice Place ) Block Barhat, Panchyat Malaypur  Village Malaypur, Ward No 15, District  Jamui","20-Aug-2026","117700","NA"
"360","Normal/Others","NA-Installing hand pumps","Bihar","JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","7Kaleshwar Rawat  FatherDaro Rawat, (In Publice Place ) Block Khaira, PanchyatJhundo, Village Jhundo, Ward No 06 , District  Jamui","20-Aug-2026","117700","NA"
"361","Normal/Others","NA-Installing hand pumps","Bihar","JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","8Goapal  Rawat  FatherMathura Rawat, (In Publice Place ) Block Khaira, PanchyatJhundo, Village Jhundo, Ward No 04 , District  Jamui","20-Aug-2026","117700","NA"
"362","Normal/Others","NA-Installing hand pumps","Bihar","JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","9Aasish Rawat  FatherSunil Rawat, Jakhraj Baba Near Pind  (In Publice Place ) Block Khaira, Panchyat Kharaich,llageKharaich, Ward No-2 , District  Jamui","20-Aug-2026","117700","NA"
"363","Normal/Others","WS/MP18300/2025-2026/134641-Construction of common work sheds/ common covered sitting area","Bihar","JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction work of 20 feet x 15 feet covered Community Chaupal","05-Aug-2024","530000","12-Jul-2025"
"364","Normal/Others","WS/MP18300/2025-2026/134642-Construction of common work sheds/ common covered sitting area","Bihar","JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction work of 20 feet x 15 feet covered  Community Chaupal","05-Aug-2024","516349","25-Jun-2025"
"365","Normal/Others","WS/MP18300/2025-2026/134643-Construction of common work sheds/ common covered sitting area","Bihar","JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction work of 20 feet x 15 feet covered Community Chaupal","05-Aug-2024","522430","12-Jul-2025"
"366","Normal/Others","WS/MP18300/2025-2026/134662-Construction of common work sheds/ common covered sitting area","Bihar","JEHANABAD(DISTRICT PLANNING OFFICER JEHANABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction work of 20 feet x 15 feet covered  Community Chaupal","05-Aug-2024","530000","26-Dec-2025"
"367","Normal/Others","WS/MP18300/2024-2025/134663-Construction of common work sheds/ common covered sitting area","Bihar","JEHANABAD(DISTRICT PLANNING OFFICER JEHANABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction work of 20 feet x 15 feet covered Community Chaupal","05-Aug-2024","530000","19-Mar-2025"
"368","Normal/Others","WS/MP18300/2024-2025/134664-Construction of common work sheds/ common covered sitting area","Bihar","JEHANABAD(DISTRICT PLANNING OFFICER JEHANABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction work of 20 feet x 15 feet covered  Community Chaupal","05-Aug-2024","530000","19-Mar-2025"
"369","Normal/Others","WS/MP18300/2024-2025/139497-Construction of common work sheds/ common covered sitting area","Bihar","JEHANABAD(DISTRICT PLANNING OFFICER JEHANABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction work of 20 feet x 15 feet covered Community Chaupal","06-Sep-2024","530000","19-Mar-2025"
"370","Normal/Others","WS/MP18300/2025-2026/202614-Construction of common work sheds/ common covered sitting area","Bihar","JEHANABAD(DISTRICT PLANNING OFFICER JEHANABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction work of 20 x feet 15 feet covered community Chaupal","22-May-2025","530000","19-Jul-2025"
"371","Normal/Others","WS/MP18300/2026-2027/255353-Installing hand pumps","Bihar","JEHANABAD(DISTRICT PLANNING OFFICER JEHANABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III) at a public place","24-Dec-2025","85000","22-Jun-2026"
"372","Normal/Others","WS/MP052/2023-2024/35262-Construction of rooms and halls in school and colleges","Bihar","JEHANABAD(DISTRICT PLANNING OFFICER JEHANABAD_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of class room on 2nd floor of Kamta Prasad Sharma Graduate College in village Utimpur of Hulasganj block of district Jehanabad. Estimated Amount Rs. 10 lacs.","10-Oct-2023","1000000","28-Feb-2024"
"373","Normal/Others","WS/MP18300/2026-2027/280265-Installing hand pumps","Bihar","JEHANABAD(DISTRICT PLANNING OFFICER JEHANABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III)","12-May-2026","83000","10-Aug-2026"
"374","Normal/Others","WS/MP18300/2026-2027/148913-Installing hand pumps","Bihar","JEHANABAD(DISTRICT PLANNING OFFICER JEHANABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (india mark II)","21-Oct-2024","83000","11-Aug-2026"
"375","Normal/Others","WS/MP18300/2024-2025/145389-Construction of common work sheds/ common covered sitting area","Bihar","KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction work of 20 feet x 15 feet covered Community Chaupal","04-Oct-2024","479427","27-Jan-2025"
"376","Normal/Others","NA-Construction of common work sheds/ common covered sitting area","Bihar","KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction work of 20 feet x15 feet covered community Chaupal","01-Dec-2025","530000","NA"
"377","Normal/Others","WS/MP18300/2024-2025/134659-Construction of common work sheds/ common covered sitting area","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction work of 20 feet x 15 feet covered  Community Chaupal Rural","05-Aug-2024","530000","05-Mar-2025"
"378","Normal/Others","NA-Construction of public libraries and reading rooms","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Shri Ram Nath Thakur (2026-32) (2026-2032)","Elected MP","Construction of a library building within the Panchayat Bhawan premises in Ward No. 09 of Khagaria Municipal Council.","04-Aug-2026","1500000","NA"
"379","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Construction of a road from Awadhesh Prasad Singh residence to Bouku Mukhiya residence in Ward No. 07, Sakrohar Village, Beldaur Block, Khagaria District","25-May-2026","1450000","NA"
"380","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Construction of a road from Ganesh Mukhiya Darwaza to the graveyard in Ward No. 07, Sakrohar Village, Beldaur Block, Khagaria District","25-May-2026","1450000","NA"
"381","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Construction work on a culvert at Sauthi near Jaishankar Jha field in Ward No. 07, Sakrohar village, Beldaur Block, Khagaria District","25-May-2026","120000","NA"
"382","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Construction of a road from Damodar Prasad Singh Pond to Mithlesh Prasad Singh field in Sakrohar Village, Ward No. 07, Beldaur Block, Khagaria District","25-May-2026","1450000","NA"
"383","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Construction of a road from Awadhesh Prasad Singh residence to Bauku Mukhiya residence in Ward No. 07, Sakrohar Village, Sakrohar Panchayat, Beldaur Block, Khagaria District","30-May-2026","1450000","NA"
"384","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Construction work on a culvert in the Sauti stream, near Jaishankar Jha field, in Ward No. 07 of Sakrohar village located within Sakrohar Panchayat, Beldaur Block, Khagaria District","30-May-2026","1200000","NA"
"385","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Construction of a road from Damodar Prasad Singh Pond to Mithlesh Prasad Singh field in Ward No. 07, Sakrohar Village, Sakrohar Panchayat, Beldaur Block, Khagaria District","30-May-2026","1450000","NA"
"386","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Road construction work from Ganesh Mukhiya Darwaza to the graveyard in Ward No. 07, Sakrohar Village, Sakrohar Panchayat, Beldaur Block, Khagaria District","30-May-2026","1450000","NA"
"387","Normal/Others","NA-Street lights","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Brahm baba Asthan located in Sakrohar Panchayat Ward No 07 under Beldaur block.","23-May-2026","850000","NA"
"388","Normal/Others","NA-Street lights","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Kali Asthan located in Sakrohar Panchayat Ward No 08 under Beldaur block.","23-May-2026","850000","NA"
"389","Normal/Others","NA-Street lights","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Samudayik Bhawan located in Sakrohar Panchayat Ward No 11 under Beldaur block.","23-May-2026","850000","NA"
"390","Normal/Others","NA-Street lights","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Thakurbari Kurhabasa located in Sakrohar Panchayat Ward No 14 under Beldaur block.","23-May-2026","850000","NA"
"391","Normal/Others","NA-Street lights","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Chakramaniya Chowk located in Sakrohar Panchayat Ward No 05 under Beldaur block.","23-May-2026","850000","NA"
"392","Normal/Others","NA-Street lights","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Bhagwati Asthan Panchrasi located in Sakrohar Panchayat Ward No 02 under Beldaur block.","23-May-2026","850000","NA"
"393","Normal/Others","NA-Street lights","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near sailesh baba Asthan located in Sakrohar Panchayat Ward No 03 under Beldaur block.","23-May-2026","850000","NA"
"394","Normal/Others","NA-Street lights","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near School (Rocky Basa) Samudayik Bhawan located in Sakrohar Panchayat Ward No 06 under Beldaur block.","23-May-2026","850000","NA"
"395","Normal/Others","NA-Street lights","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Kali Asthan Phulwariya located in Bobil Panchayat Ward No 10 under Beldaur block.","23-May-2026","850000","NA"
"396","Normal/Others","NA-Street lights","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Pachaut School (Chowk) located in Pachaut Panchayat Ward No 08 under Beldaur block.","23-May-2026","850000","NA"
"397","Normal/Others","NA-Street lights","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Krishna Janamastmi Mela Ground Kurban located in Kurban Panchayat Ward No 04 under Beldaur block.","23-May-2026","850000","NA"
"398","Normal/Others","NA-Street lights","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Shivmandir Chowk Piprabasa located in Sakrohar Panchayat Ward No 13 under Beldaur block.","23-May-2026","850000","NA"
"399","Normal/Others","NA-Street lights","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Dharakkasingh Basa Chowk located in Sakrohar Panchayat Ward No 04 under Beldaur block.","23-May-2026","850000","NA"
"400","Normal/Others","NA-Street lights","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Block Campus Beldaur located in  under Beldaur block.","23-May-2026","850000","NA"
"401","Normal/Others","NA-Street lights","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Bihar Rajya Pul Nirman Office Maheshkhut located in Maheshkhut Panchayat under Gogri block.","23-May-2026","850000","NA"
"402","Normal/Others","NA-Street lights","Bihar","KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Mushkipur Jama Masjid (Jamal Babu Haveli) located in Muskipur Panchayat under Gogri block.","23-May-2026","850000","NA"
"403","Normal/Others","WS/MP001/2023-2024/82807-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","LAKHISARAI(District Planning Officer Lakhisarai_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","Construction work of PCC road from Rural Main Road to Satyanarayan Mandal House via Ashok Mandal House to Anant Mandal House in Khagaur village of Khagaur Panchayat under Lakhisarai Block of Lakhisarai District.(Total Amount Rs.4,00,000/- Four Lakh Only)","16-Jan-2024","396136","12-Mar-2024"
"404","Normal/Others","WS/MP18300/2025-2026/220439-Construction of common work sheds/ common covered sitting area","Bihar","LAKHISARAI(District Planning Officer Lakhisarai_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction work of 20 x feet 15 feet covered community Chaupal","20-Jul-2025","529200","16-Sep-2025"
"405","Normal/Others","NA-Construction of rooms and halls in school and colleges","Bihar","MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Construction of School Building Sri Sitaram shaligram High School Located in Dhurgaon Panchayat in Madhepura District","22-May-2026","1497000","NA"
"406","Normal/Others","NA-Construction of rooms and halls in school and colleges","Bihar","MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Construction of Library Building Madhepura College, Madhepura Located in Madhepura District","22-May-2026","1498000","NA"
"407","Normal/Others","NA-Street lights","Bihar","MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Bajrang Chowk Sahpur located in Shahpur Panchayat Ward No 08 under Gwalpara block.","23-May-2026","850000","NA"
"408","Normal/Others","NA-Street lights","Bihar","MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Panchayat Sarkar Bhawan located in Shahpur Panchayat Ward No 08 under Gwalpara block.","23-May-2026","850000","NA"
"409","Normal/Others","NA-Street lights","Bihar","MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Bajrangbali Mandir (Old Panchayat Sarkar Bhawan) located in Shahjadpur Panchayat Ward No 07 under Udakishunganj block.","23-May-2026","850000","NA"
"410","Normal/Others","NA-Street lights","Bihar","MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Bishari Mandir located in Shahjadpur Panchayat Ward No 07 under Udakishunganj block.","23-May-2026","850000","NA"
"411","Normal/Others","NA-Street lights","Bihar","MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Shiv Mandir located in Manjaura Panchayat Ward No 08 under Udakishungaj block.","23-May-2026","850000","NA"
"412","Normal/Others","NA-Lighting of public spaces","Bihar","MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Sonamukhi Machhli Hatt Chauraha  located in Gangapur Panchayat under Alamnagar block.","23-May-2026","850000","NA"
"413","Normal/Others","NA-Lighting of public spaces","Bihar","MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Jamgadh chowk located in Jitapur Panchayat Ward No 08-09 under Murliganj block","17-May-2026","850000","NA"
"414","Normal/Others","NA-Lighting of public spaces","Bihar","MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Panchayat Sarkar Bhawan Bhadaul located in Bhadaul Budhma Panchayat Ward No 10 under Madhepura block.","17-May-2026","850000","NA"
"415","Normal/Others","NA-Lighting of public spaces","Bihar","MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near PHC Gamharia located in Korihar trawe Panchayat Ward No 02, Parwaha under Gamharia block.","17-May-2026","850000","NA"
"416","Normal/Others","NA-Lighting of public spaces","Bihar","MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Choubatiya chowk located in Gangapur Panchayat Ward No 11 under Alamnagar block.","17-May-2026","850000","NA"
"417","Normal/Others","NA-Lighting of public spaces","Bihar","MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Ram Janki Thakurbari (State Highway) located in Ghosai Panchayat Ward No 08 under Chausa block.","17-May-2026","850000","NA"
"418","Normal/Others","NA-Lighting of public spaces","Bihar","MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Bhatrandha Hat located in Bhatrandha Parmanpur Panchayat Ward No 06 under Gheladh block.","17-May-2026","850000","NA"
"419","Normal/Others","NA-Lighting of public spaces","Bihar","MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Nohar Kali Mandir located in Gwalpara Panchayat Ward No 10 under Gwalpara block.","17-May-2026","850000","NA"
"420","Normal/Others","NA-Lighting of public spaces","Bihar","MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Sarwajanik Durga Asthan Gamel located in Gamel Panchayat Ward No 01 under Bihariganj block.","17-May-2026","850000","NA"
"421","Normal/Others","NA-Lighting of public spaces","Bihar","MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA)","Prof. Manoj Kumar Jha (2024-30) (2024-2030)","Elected MP","Installation work of high mast light Near Purani Kali Asthan Madhukarchak located in Madhukarchak Panchayat Ward No 05 under Bihariganj block.","17-May-2026","850000","NA"
